State,Total_Cases,New_Cases,Avg_7days,Avg_5days,Dates,Per100,Deaths,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_7days
Saarland,1693,56,106,86,2020-04-09,171,23,21,11,6.8,0,1.7
Saarland,1854,161,121,99,2020-04-10,187,36,22,12,7.4,13,3.4
Saarland,2016,162,107,107,2020-04-11,204,41,23,13,6.2,5,3.9
Saarland,2058,42,100,105,2020-04-12,208,43,24,14,5.4,2,4.1
Saarland,2079,21,85,88,2020-04-13,210,44,25,15,4.3,1,4.3
Saarland,2112,33,83,84,2020-04-14,213,52,26,16,4.0,8,5.1
Saarland,2145,33,73,58,2020-04-15,217,58,27,17,3.5,6,5.0
Saarland,2201,56,73,37,2020-04-16,222,71,28,18,3.4,13,6.9
Saarland,2254,53,57,39,2020-04-17,228,76,29,19,2.7,5,5.7
Saarland,2289,35,39,42,2020-04-18,231,86,30,20,1.8,10,6.4
Saarland,2303,14,35,38,2020-04-19,233,91,31,21,1.6,5,6.9
Saarland,2314,11,34,34,2020-04-20,234,91,32,22,1.5,0,6.7
Saarland,2328,14,31,25,2020-04-21,235,93,33,23,1.3,2,5.9
Saarland,2367,39,32,23,2020-04-22,239,97,34,24,1.4,4,5.6
Saarland,2395,28,28,21,2020-04-23,242,99,35,25,1.2,2,4.0
Saarland,2445,50,27,28,2020-04-24,247,105,36,26,1.2,6,4.1
Saarland,2468,23,26,31,2020-04-25,249,107,37,27,1.1,2,3.0
Saxony,130,0,0,0,2020-03-15,2,0,1,0,0,0,0
Saxony,140,10,0,0,2020-03-16,3,0,2,0,0,0,0
Saxony,182,79,0,0,2020-03-17,5,0,3,0,0,0,0
Saxony,198,16,0,0,2020-03-18,5,0,4,0,23.2,0,0
Saxony,275,77,0,0,2020-03-19,7,0,5,0,32.9,0,0
Saxony,394,119,0,60,2020-03-20,10,0,6,0,32.5,0,0
Saxony,567,173,68,93,2020-03-21,14,0,7,0,42.6,0,0.0
Saxony,606,39,73,85,2020-03-22,15,0,8,0,26.7,0,0.0
Saxony,653,47,79,91,2020-03-23,16,0,9,0,16.5,0,0.0
Saxony,811,158,90,107,2020-03-24,20,1,10,0,13.3,1,0.1
Saxony,959,148,109,113,2020-03-25,24,6,11,1,17.1,5,0.9
Saxony,1141,182,124,115,2020-03-26,28,7,12,2,20.2,1,1.0
Saxony,1305,164,130,140,2020-03-27,32,7,13,3,17,0,1.0
Saxony,1432,127,124,156,2020-03-28,35,9,14,4,13.9,2,1.3
Saxony,1617,185,144,161,2020-03-29,40,9,15,5,12.3,0,1.3
Saxony,1795,178,163,167,2020-03-30,44,9,16,6,11.2,0,1.3
Saxony,1882,87,153,148,2020-03-31,46,12,17,7,9.3,3,1.6
Saxony,2034,152,154,146,2020-04-01,50,17,18,8,7.9,5,1.6
Saxony,2183,149,149,150,2020-04-02,54,18,19,9,6.8,1,1.6
Saxony,2336,153,147,144,2020-04-03,57,21,20,10,7.4,3,2.0
Saxony,2591,255,166,159,2020-04-04,64,24,21,11,7.6,3,2.1
Saxony,2741,150,161,172,2020-04-05,67,32,22,12,6.8,8,3.3
Saxony,2903,162,158,174,2020-04-06,71,34,23,13,6.2,2,3.6
Saxony,2997,94,159,163,2020-04-07,73,38,24,14,5.8,4,3.7
Saxony,3144,105,153,153,2020-04-08,77,50,25,15,5.3,12,4.7
Saxony,3261,117,148,126,2020-04-09,80,52,26,16,4.9,2,4.9
Saxony,3402,141,146,124,2020-04-10,83,59,27,17,4.7,7,5.4
Saxony,3565,163,133,124,2020-04-11,87,65,28,18,4.1,6,5.9
Saxony,3600,35,117,112,2020-04-12,88,67,29,19,3.4,2,5.0
Saxony,3655,55,101,102,2020-04-13,90,68,30,20,2.9,1,4.9
Saxony,3751,96,102,98,2020-04-14,92,70,31,21,2.8,2,4.6
Saxony,3819,68,96,83,2020-04-15,94,73,32,22,2.6,3,3.3
Saxony,3955,136,99,78,2020-04-16,97,94,33,23,2.6,21,6.0
Saxony,4048,93,92,90,2020-04-17,99,95,34,24,2.4,1,5.1
Saxony,4140,92,82,97,2020-04-18,102,103,35,25,2.1,8,5.4
Saxony,4190,50,84,88,2020-04-19,103,107,36,26,2.1,4,5.7
Saxony,4229,39,82,82,2020-04-20,104,109,37,27,2.0,2,5.9
Saxony,4253,24,72,60,2020-04-21,104,117,38,28,1.7,8,6.7
Saxony,4273,20,65,45,2020-04-22,105,122,39,29,1.5,5,7.0
Saxony,4327,54,53,37,2020-04-23,106,127,40,30,1.2,5,4.7
Saxony,4377,50,47,37,2020-04-24,107,135,41,31,1.1,8,5.7
Saxony,4406,29,38,35,2020-04-25,108,141,42,32,0.9,6,5.4
Schleswig-Holstein,103,0,0,0,2020-03-15,3,0,1,0,0,0,0
Schleswig-Holstein,123,20,0,0,2020-03-16,4,0,2,0,0,0,0
Schleswig-Holstein,127,23,0,0,2020-03-17,4,0,3,0,0,0,0
Schleswig-Holstein,159,32,0,0,2020-03-18,6,0,4,0,21.2,0,0
Schleswig-Holstein,202,43,0,0,2020-03-19,7,0,5,0,24.2,0,0
Schleswig-Holstein,266,64,0,36,2020-03-20,9,1,6,0,28.3,1,0
Schleswig-Holstein,308,42,32,41,2020-03-21,11,1,7,0,23.9,0,0.1
Schleswig-Holstein,347,39,38,44,2020-03-22,12,1,8,0,18.6,0,0.1
Schleswig-Holstein,383,36,40,45,2020-03-23,13,1,9,0,12.7,0,0.1
Schleswig-Holstein,478,95,50,55,2020-03-24,17,2,10,0,16.5,1,0.3
Schleswig-Holstein,577,99,60,62,2020-03-25,20,3,11,0,19.1,1,0.4
Schleswig-Holstein,675,98,68,73,2020-03-26,23,3,12,0,20.2,0,0.4
Schleswig-Holstein,812,137,78,93,2020-03-27,28,4,13,0,19.2,1,0.4
Schleswig-Holstein,915,103,87,106,2020-03-28,32,4,14,0,16.4,0,0.4
Schleswig-Holstein,1005,90,94,105,2020-03-29,35,6,15,1,11.7,2,0.7
Schleswig-Holstein,1049,44,95,94,2020-03-30,36,7,16,2,10.4,1,0.9
Schleswig-Holstein,1120,71,92,89,2020-03-31,39,9,17,3,9.3,2,1.0
Schleswig-Holstein,1246,126,96,87,2020-04-01,43,10,18,4,9.0,1,1.0
Schleswig-Holstein,1335,89,94,84,2020-04-02,46,11,19,5,8.3,1,1.1
Schleswig-Holstein,1443,108,90,88,2020-04-03,50,15,20,6,7.3,4,1.6
Schleswig-Holstein,1559,116,92,102,2020-04-04,54,17,21,7,6.9,2,1.9
Schleswig-Holstein,1631,72,89,102,2020-04-05,56,18,22,8,6.2,1,1.7
Schleswig-Holstein,1671,40,89,85,2020-04-06,58,20,23,9,5.8,2,1.9
Schleswig-Holstein,1730,59,87,79,2020-04-07,60,24,24,10,5.4,4,2.1
Schleswig-Holstein,1827,97,83,77,2020-04-08,63,28,25,11,4.9,4,2.6
Schleswig-Holstein,1932,105,85,75,2020-04-09,67,34,26,12,4.9,6,3.3
Schleswig-Holstein,2029,97,84,80,2020-04-10,70,38,27,13,4.6,4,3.3
Schleswig-Holstein,2065,36,72,79,2020-04-11,71,39,28,14,3.7,1,3.1
Schleswig-Holstein,2118,53,70,78,2020-04-12,73,41,29,15,3.5,2,3.3
Schleswig-Holstein,2134,16,66,61,2020-04-13,74,44,30,16,3.2,3,3.4
Schleswig-Holstein,2164,30,62,46,2020-04-14,75,49,31,17,2.9,5,3.6
Schleswig-Holstein,2245,81,60,43,2020-04-15,78,54,32,18,2.8,5,3.7
Schleswig-Holstein,2294,49,52,46,2020-04-16,79,55,33,19,2.4,1,3.0
Schleswig-Holstein,2349,81,49,51,2020-04-17,81,59,34,20,2.2,4,3.0
Schleswig-Holstein,2387,38,50,56,2020-04-18,82,61,35,21,2.2,2,3.1
Schleswig-Holstein,2417,30,46,56,2020-04-19,83,62,36,22,2.0,1,3.0
Schleswig-Holstein,2426,9,45,41,2020-04-20,84,67,37,23,1.9,5,3.3
Schleswig-Holstein,2414,-12,39,29,2020-04-21,83,70,38,24,1.6,3,3.0
Schleswig-Holstein,2496,82,40,29,2020-04-22,87,79,39,25,1.6,9,3.6
Schleswig-Holstein,2530,34,37,29,2020-04-23,87,84,40,26,1.5,5,4.1
Schleswig-Holstein,2557,27,30,28,2020-04-24,88,88,41,27,1.2,4,4.1
Schleswig-Holstein,2612,55,32,37,2020-04-25,90,95,42,28,1.3,7,4.9
