State,Population,Dates,New_Cases,Avg_7days,Avg_5days,Per100,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_7days,DeathPer100,Total_Cases,Deaths
Saarland,990509,2020-04-29,5,21,14,254,41,31,0.9,6,4.6,13.0,2514,129
Saarland,990509,2020-04-30,38,22,17,258,42,32,0.9,2,4.6,13.2,2552,131
Saarland,990509,2020-05-01,29,19,20,261,43,33,0.8,4,4.3,13.6,2581,135
Saarland,990509,2020-05-02,16,18,19,262,44,34,0.7,0,4.0,13.6,2597,135
Saarland,990509,2020-05-03,8,18,19,263,45,35,0.7,3,4.4,13.9,2605,138
Saarland,990509,2020-05-04,3,15,19,263,46,36,0.6,1,2.6,14.0,2608,139
Saarland,990509,2020-05-05,10,16,13,264,47,37,0.6,0,2.3,14.0,2618,139
Saarland,990509,2020-05-06,9,16,9,265,48,38,0.6,2,1.7,14.2,2627,141
Saarland,990509,2020-05-07,28,15,12,268,49,39,0.6,2,1.7,14.4,2655,143
Saarland,990509,2020-05-08,3,11,11,268,50,40,0.4,-3,0.7,14.1,2658,140
Saarland,990509,2020-05-09,2,9,10,269,51,41,0.3,2,1.0,14.3,2660,142
Saarland,990509,2020-05-10,3,8,9,269,52,42,0.3,0,0.6,14.3,2663,142
Saarland,990509,2020-05-11,2,8,8,269,53,43,0.3,0,0.4,14.3,2665,142
Saarland,990509,2020-05-12,0,7,2,269,54,44,0.3,2,0.7,14.5,2665,144
Saarland,990509,2020-05-13,2,6,2,269,55,45,0.2,0,0.4,14.5,2667,144
Saarland,990509,2020-05-14,10,3,3,270,56,46,0.1,1,0.3,14.6,2677,145
Saarland,990509,2020-05-15,7,4,4,271,57,47,0.1,2,1.0,14.8,2684,147
Saarland,990509,2020-05-16,4,4,5,271,58,48,0.1,2,1.0,15.0,2688,149
Saarland,990509,2020-05-17,8,5,6,272,59,49,0.2,0,1.0,15.0,2696,149
Saarland,990509,2020-05-18,0,4,6,272,60,50,0.2,0,1.0,15.0,2696,149
Saarland,990509,2020-05-19,3,5,4,272,61,51,0.2,5,1.4,15.5,2699,154
Saarland,990509,2020-05-20,4,5,4,273,62,52,0.2,0,1.4,15.5,2703,154
Saarland,990509,2020-05-21,3,4,4,273,63,53,0.2,3,1.7,15.9,2706,157
Saarland,990509,2020-05-22,1,3,2,273,64,54,0.1,0,1.4,15.9,2707,157
Saarland,990509,2020-05-23,2,3,3,274,65,55,0.1,0,1.1,15.9,2709,157
Saarland,990509,2020-05-24,4,2,3,274,66,56,0.1,0,1.1,15.9,2713,157
Saarland,990509,2020-05-25,3,3,3,274,67,57,0.1,0,1.1,15.9,2716,157
Saarland,990509,2020-05-26,11,4,4,275,68,58,0.1,1,0.6,16.0,2727,158
Saarland,990509,2020-05-27,3,4,5,276,69,59,0.1,2,0.9,16.2,2730,160
Saarland,990509,2020-05-28,1,4,4,276,70,60,0.1,1,0.6,16.3,2731,161
Saarland,990509,2020-05-29,-15,1,1,274,71,61,0.0,1,0.7,16.4,2716,162
Saarland,990509,2020-05-30,7,2,1,275,72,62,0.1,1,0.9,16.5,2723,163
Saarland,990509,2020-05-31,1,2,-1,275,73,63,0.1,0,0.9,16.5,2724,163
Saarland,990509,2020-06-01,0,1,-1,275,74,64,0.0,0,0.9,16.5,2724,163
Saarland,990509,2020-06-02,6,0,0,276,75,65,0.0,0,0.7,16.5,2730,163
Saarland,990509,2020-06-03,5,1,4,276,76,66,0.0,0,0.4,16.5,2735,163
Saarland,990509,2020-06-04,2,1,3,276,77,67,0.0,1,0.4,16.6,2737,164
Saarland,990509,2020-06-05,1,3,3,276,78,68,0.1,2,0.6,16.8,2738,166
Saarland,990509,2020-06-06,2,2,3,277,79,69,0.1,0,0.4,16.8,2740,166
Saarland,990509,2020-06-07,7,3,3,277,80,70,0.1,0,0.4,16.8,2747,166
Saarland,990509,2020-06-08,0,3,2,277,81,71,0.1,0,0.4,16.8,2747,166
Saarland,990509,2020-06-09,7,3,3,278,82,72,0.1,1,0.6,16.9,2754,167
Saarland,990509,2020-06-10,9,4,5,279,83,73,0.1,0,0.6,16.9,2763,167
Saarland,990509,2020-06-11,3,4,5,279,84,74,0.2,0,0.4,16.9,2766,167
Saarland,990509,2020-06-12,3,4,4,280,85,75,0.2,1,0.3,17.0,2769,168
Saarland,990509,2020-06-13,1,4,5,280,86,76,0.2,0,0.3,17.0,2770,168
Saarland,990509,2020-06-14,2,4,4,280,87,77,0.1,0,0.3,17.0,2772,168
Saarland,990509,2020-06-15,0,4,2,280,88,78,0.1,0,0.3,17.0,2772,168
Saarland,990509,2020-06-16,1,3,1,280,89,79,0.1,0,0.1,17.0,2773,168
Saarland,990509,2020-06-17,0,1,1,280,90,80,0.1,0,0.1,17.0,2773,168
Saarland,990509,2020-06-18,0,1,1,280,91,81,0.0,0,0.1,17.0,2773,168
Saarland,990509,2020-06-19,1,1,0,280,92,82,0.0,0,0.0,17.0,2774,168
Saarland,990509,2020-06-20,2,1,1,280,93,83,0.0,0,0.0,17.0,2776,168
Saarland,990509,2020-06-21,2,1,1,280,94,84,0.0,0,0.0,17.0,2778,168
Saxony,4077937,2020-03-15,0,0,0,2,1,0,0.0,0,0,0.0,130,0
Saxony,4077937,2020-03-16,10,0,0,3,2,0,0.0,0,0,0.0,140,0
Saxony,4077937,2020-03-17,79,0,0,5,3,0,0.0,0,0,0.0,182,0
Saxony,4077937,2020-03-18,16,0,0,5,4,0,0.0,0,0,0.0,198,0
Saxony,4077937,2020-03-19,77,0,0,7,5,0,0.0,0,0,0.0,275,0
Saxony,4077937,2020-03-20,119,0,60,10,6,0,0.0,0,0,0.0,394,0
Saxony,4077937,2020-03-21,173,68,93,14,7,0,0.0,0,0.0,0.0,567,0
Saxony,4077937,2020-03-22,39,73,85,15,8,0,27.2,0,0.0,0.0,606,0
Saxony,4077937,2020-03-23,47,79,91,16,9,0,23.3,0,0.0,0.0,653,0
Saxony,4077937,2020-03-24,158,90,107,20,10,0,21.9,1,0.1,0.0,811,1
Saxony,4077937,2020-03-25,148,109,113,24,11,1,21.7,5,0.9,0.1,959,6
Saxony,4077937,2020-03-26,182,124,115,28,12,2,20.3,1,1.0,0.2,1141,7
Saxony,4077937,2020-03-27,164,130,140,32,13,3,17.8,0,1.0,0.2,1305,7
Saxony,4077937,2020-03-28,127,124,156,35,14,4,14.3,2,1.3,0.2,1432,9
Saxony,4077937,2020-03-29,185,144,161,40,15,5,14.6,0,1.3,0.2,1617,9
Saxony,4077937,2020-03-30,178,163,167,44,16,6,14.4,0,1.3,0.2,1795,9
Saxony,4077937,2020-03-31,87,153,148,46,17,7,11.8,3,1.6,0.3,1882,12
Saxony,4077937,2020-04-01,152,154,146,50,18,8,10.6,5,1.6,0.4,2034,17
Saxony,4077937,2020-04-02,149,149,150,54,19,9,9.3,1,1.6,0.4,2183,18
Saxony,4077937,2020-04-03,153,147,144,57,20,10,8.4,3,2.0,0.5,2336,21
Saxony,4077937,2020-04-04,255,166,159,64,21,11,8.7,3,2.1,0.6,2591,24
Saxony,4077937,2020-04-05,150,161,172,67,22,12,7.8,8,3.3,0.8,2741,32
Saxony,4077937,2020-04-06,162,158,174,71,23,13,7.1,2,3.6,0.8,2903,34
Saxony,4077937,2020-04-07,94,159,163,73,24,14,6.7,4,3.7,0.9,2997,38
Saxony,4077937,2020-04-08,105,153,153,77,25,15,6.0,12,4.7,1.2,3144,50
Saxony,4077937,2020-04-09,117,148,126,80,26,16,5.5,2,4.9,1.3,3261,52
Saxony,4077937,2020-04-10,141,146,124,83,27,17,5.1,7,5.4,1.4,3402,59
Saxony,4077937,2020-04-11,163,133,124,87,28,18,4.4,6,5.9,1.6,3565,65
Saxony,4077937,2020-04-12,35,117,112,88,29,19,3.7,2,5.0,1.6,3600,67
Saxony,4077937,2020-04-13,55,101,102,90,30,20,3.1,1,4.9,1.7,3655,68
Saxony,4077937,2020-04-14,96,102,98,92,31,21,3.0,2,4.6,1.7,3751,70
Saxony,4077937,2020-04-15,68,96,83,94,32,22,2.8,3,3.3,1.8,3819,73
Saxony,4077937,2020-04-16,136,99,78,97,33,23,2.8,21,6.0,2.3,3955,94
Saxony,4077937,2020-04-17,93,92,90,99,34,24,2.5,1,5.1,2.3,4048,95
Saxony,4077937,2020-04-18,92,82,97,102,35,25,2.2,8,5.4,2.5,4140,103
Saxony,4077937,2020-04-19,50,84,88,103,36,26,2.2,4,5.7,2.6,4190,107
Saxony,4077937,2020-04-20,39,82,82,104,37,27,2.1,2,5.9,2.7,4229,109
Saxony,4077937,2020-04-21,24,72,60,104,38,28,1.8,8,6.7,2.9,4253,117
Saxony,4077937,2020-04-22,20,65,45,105,39,29,1.6,5,7.0,3.0,4273,122
Saxony,4077937,2020-04-23,54,53,37,106,40,30,1.3,5,4.7,3.1,4327,127
Saxony,4077937,2020-04-24,50,47,37,107,41,31,1.1,8,5.7,3.3,4377,135
Saxony,4077937,2020-04-25,29,38,35,108,42,32,0.9,6,5.4,3.5,4406,141
Saxony,4077937,2020-04-26,22,34,35,109,43,33,0.8,6,5.7,3.6,4428,147
Saxony,4077937,2020-04-27,30,33,37,109,44,34,0.8,0,5.4,3.6,4458,147
Saxony,4077937,2020-04-28,32,34,33,110,45,35,0.8,1,4.4,3.6,4490,148
Saxony,4077937,2020-04-29,19,34,26,111,46,36,0.8,5,4.4,3.8,4509,153
Saxony,4077937,2020-04-30,52,33,31,112,47,37,0.8,3,4.1,3.8,4561,156
Saxony,4077937,2020-05-01,31,31,33,113,48,38,0.7,6,3.9,4.0,4592,162
Saxony,4077937,2020-05-02,25,30,32,113,49,39,0.7,1,3.1,4.0,4617,163
Saxony,4077937,2020-05-03,79,38,41,115,50,40,0.8,2,2.6,4.0,4696,165
Saxony,4077937,2020-05-04,6,35,39,115,51,41,0.8,2,2.9,4.1,4702,167
Saxony,4077937,2020-05-05,43,36,37,116,52,42,0.8,4,3.3,4.2,4745,171
Saxony,4077937,2020-05-06,39,39,38,117,53,43,0.8,6,3.4,4.3,4784,177
Saxony,4077937,2020-05-07,52,39,44,119,54,44,0.8,4,3.6,4.4,4836,181
Saxony,4077937,2020-05-08,3,35,29,119,55,45,0.7,3,3.1,4.5,4839,184
Saxony,4077937,2020-05-09,34,37,34,119,56,46,0.8,2,3.3,4.6,4873,186
Saxony,4077937,2020-05-10,13,27,28,120,57,47,0.6,1,3.1,4.6,4886,187
Saxony,4077937,2020-05-11,29,30,26,121,58,48,0.6,0,2.9,4.6,4915,187
Saxony,4077937,2020-05-12,32,29,22,121,59,49,0.6,3,2.7,4.7,4947,190
Saxony,4077937,2020-05-13,15,25,25,122,60,50,0.5,1,2.0,4.7,4962,191
Saxony,4077937,2020-05-14,69,28,32,123,61,51,0.6,4,2.0,4.8,5031,195
Saxony,4077937,2020-05-15,30,32,35,124,62,52,0.6,0,1.6,4.8,5061,195
Saxony,4077937,2020-05-16,28,31,35,125,63,53,0.6,2,1.6,4.8,5089,197
Saxony,4077937,2020-05-17,26,33,34,125,64,54,0.7,-1,1.3,4.8,5115,196
Saxony,4077937,2020-05-18,10,30,33,126,65,55,0.6,0,1.3,4.8,5125,196
Saxony,4077937,2020-05-19,8,27,20,126,66,56,0.5,2,1.1,4.9,5133,198
Saxony,4077937,2020-05-20,17,27,18,126,67,57,0.5,0,1.0,4.9,5150,198
Saxony,4077937,2020-05-21,35,22,19,127,68,58,0.4,3,0.9,4.9,5185,201
Saxony,4077937,2020-05-22,12,19,16,127,69,59,0.4,2,1.1,5.0,5197,203
Saxony,4077937,2020-05-23,22,19,19,128,70,60,0.4,1,1.0,5.0,5219,204
Saxony,4077937,2020-05-24,2,15,18,128,71,61,0.3,0,1.1,5.0,5221,204
Saxony,4077937,2020-05-25,10,15,16,128,72,62,0.3,1,1.3,5.0,5231,205
Saxony,4077937,2020-05-26,5,15,10,128,73,63,0.3,2,1.3,5.1,5236,207
Saxony,4077937,2020-05-27,11,14,10,129,74,64,0.3,1,1.4,5.1,5247,208
Saxony,4077937,2020-05-28,13,11,8,129,75,65,0.2,2,1.3,5.1,5260,210
Saxony,4077937,2020-05-29,-30,5,2,128,76,66,0.1,-1,0.9,5.1,5230,209
Saxony,4077937,2020-05-30,67,11,13,130,77,67,0.2,4,1.3,5.2,5297,213
Saxony,4077937,2020-05-31,7,12,14,130,78,68,0.2,0,1.3,5.2,5304,213
Saxony,4077937,2020-06-01,5,11,12,130,79,69,0.2,1,1.3,5.2,5309,214
Saxony,4077937,2020-06-02,0,10,10,130,80,70,0.2,-3,0.6,5.2,5309,211
Saxony,4077937,2020-06-03,-4,8,15,130,81,71,0.2,1,0.6,5.2,5305,212
Saxony,4077937,2020-06-04,7,7,3,130,82,72,0.1,0,0.3,5.2,5312,212
Saxony,4077937,2020-06-05,3,12,2,130,83,73,0.2,0,0.4,5.2,5315,212
Saxony,4077937,2020-06-06,6,3,2,130,84,74,0.1,0,-0.1,5.2,5321,212
Saxony,4077937,2020-06-07,2,3,3,131,85,75,0.1,2,0.1,5.2,5323,214
Saxony,4077937,2020-06-08,7,3,5,131,86,76,0.1,0,0.0,5.2,5330,214
Saxony,4077937,2020-06-09,3,3,4,131,87,77,0.1,3,0.9,5.3,5333,217
Saxony,4077937,2020-06-10,4,5,4,131,88,78,0.1,0,0.7,5.3,5337,217
Saxony,4077937,2020-06-11,9,5,5,131,89,79,0.1,2,1.0,5.4,5346,219
Saxony,4077937,2020-06-12,-2,4,4,131,90,80,0.1,0,1.0,5.4,5344,219
Saxony,4077937,2020-06-13,1,3,3,131,91,81,0.1,0,1.0,5.4,5345,219
Saxony,4077937,2020-06-14,1,3,3,131,92,82,0.1,-1,0.6,5.3,5346,218
Saxony,4077937,2020-06-15,1,2,2,131,93,83,0.0,1,0.7,5.4,5347,219
Saxony,4077937,2020-06-16,2,2,1,131,94,84,0.0,1,0.4,5.4,5349,220
Saxony,4077937,2020-06-17,1,2,1,131,95,85,0.0,1,0.6,5.4,5350,221
Saxony,4077937,2020-06-18,9,2,3,131,96,86,0.0,0,0.3,5.4,5359,221
Saxony,4077937,2020-06-19,23,5,7,132,97,87,0.1,0,0.3,5.4,5382,221
Saxony,4077937,2020-06-20,26,9,12,133,98,88,0.2,0,0.3,5.4,5408,221
Saxony,4077937,2020-06-21,0,9,12,133,99,89,0.2,0,0.4,5.4,5408,221
Bremen,682986,2020-03-15,0,0,0,8,0,0,0.0,0,0,0.0,53,0
Bremen,682986,2020-03-16,3,0,0,8,0,0,0.0,0,0,0.0,56,0
Bremen,682986,2020-03-17,1,0,0,8,0,0,0.0,0,0,0.0,57,0
Bremen,682986,2020-03-18,12,0,0,10,0,0,0.0,0,0,0.0,69,0
Bremen,682986,2020-03-19,11,0,5.4,12,0,0,0.0,0,0,0.0,80,0
Bremen,682986,2020-03-20,41,0,13.6,18,1,0,0.0,0,0,0.0,121,0
Bremen,682986,2020-03-21,21,12.7,17.2,21,2,0,0.0,0,0,0.0,142,0
Bremen,682986,2020-03-22,23,16.0,21.6,24,3,0,19.4,0,0.0,0.0,165,0
Bremen,682986,2020-03-23,5,16.3,20.2,25,4,0,16.5,0,0.0,0.0,170,0
Bremen,682986,2020-03-24,13,18.0,20.6,27,5,0,15.7,0,0.0,0.0,183,0
Bremen,682986,2020-03-25,17,18.7,15.8,29,6,0,14.1,0,0.0,0.0,200,0
Bremen,682986,2020-03-26,11,18.7,13.8,31,7,0,12.3,1,0.1,0.1,211,1
Bremen,682986,2020-03-27,30,17.1,15.2,35,8,0,10.1,0,0.1,0.1,241,1
Bremen,682986,2020-03-28,19,16.9,18,38,9,0,9.0,1,0.3,0.3,260,2
Bremen,682986,2020-03-29,15,15.7,18.4,40,10,0,7.7,0,0.3,0.3,275,2
Bremen,682986,2020-03-30,11,16.6,17.2,42,11,0,7.5,0,0.3,0.3,286,2
Bremen,682986,2020-03-31,8,15.9,16.6,43,12,0,6.7,2,0.6,0.6,294,4
Bremen,682986,2020-04-01,17,15.9,14,46,13,1,6.3,1,0.7,0.7,311,5
Bremen,682986,2020-04-02,16,16.6,13.4,48,14,2,6.2,1,0.7,0.9,327,6
Bremen,682986,2020-04-03,14,14.3,13.2,50,15,3,5.0,0,0.7,0.9,341,6
Bremen,682986,2020-04-04,13,13.4,13.6,52,16,4,4.5,0,0.6,0.9,354,6
Bremen,682986,2020-04-05,40,17.0,20,58,17,5,5.4,0,0.6,0.9,394,6
Bremen,682986,2020-04-06,3,15.9,17.2,58,18,6,4.8,2,0.9,1.2,397,8
Bremen,682986,2020-04-07,2,15.0,14.4,58,19,7,4.3,1,0.7,1.3,399,9
Bremen,682986,2020-04-08,25,16.1,16.6,62,20,8,4.5,1,0.7,1.5,424,10
Bremen,682986,2020-04-09,21,16.9,18.2,65,21,9,4.5,1,0.7,1.6,445,11
Bremen,682986,2020-04-10,9,16.1,12,67,22,10,4.1,2,1.0,1.9,454,13
Bremen,682986,2020-04-11,15,16.4,14.4,69,23,11,4.0,2,1.3,2.2,469,15
Bremen,682986,2020-04-12,11,12.3,16.2,70,24,12,2.9,0,1.3,2.2,480,15
Bremen,682986,2020-04-13,6,12.7,12.4,71,25,13,2.9,2,1.3,2.5,486,17
Bremen,682986,2020-04-14,6,13.3,9.4,72,26,14,2.9,3,1.6,2.9,492,20
Bremen,682986,2020-04-15,8,10.9,9.2,73,27,15,2.3,1,1.6,3.1,500,21
Bremen,682986,2020-04-16,7,8.9,7.6,74,28,16,1.9,0,1.4,3.1,507,21
Bremen,682986,2020-04-17,49,14.6,15.2,81,29,17,3.0,1,1.3,3.2,556,22
Bremen,682986,2020-04-18,11,14.0,16.2,83,30,18,2.8,2,1.3,3.5,567,24
Bremen,682986,2020-04-19,18,15.0,18.6,86,31,19,2.9,1,1.4,3.7,585,25
Bremen,682986,2020-04-20,19,16.9,20.8,88,32,20,3.2,0,1.1,3.7,604,25
Bremen,682986,2020-04-21,5,16.7,20.4,89,33,21,3.1,0,0.7,3.7,609,25
Bremen,682986,2020-04-22,15,17.7,13.6,91,34,22,3.2,1,0.7,3.8,624,26
Bremen,682986,2020-04-23,48,23.6,21,98,35,23,4.1,1,0.9,4.0,672,27
Bremen,682986,2020-04-24,35,21.6,24.4,104,36,24,3.6,0,0.7,4.0,707,27
Bremen,682986,2020-04-25,12,21.7,23,105,37,25,3.5,0,0.4,4.0,719,27
Bremen,682986,2020-04-26,20,22.0,26,108,38,26,3.4,0,0.3,4.0,739,27
Bremen,682986,2020-04-27,15,21.4,26,110,39,27,3.2,0,0.3,4.0,754,27
Bremen,682986,2020-04-28,5,21.4,17.4,111,40,28,3.1,0,0.3,4.0,759,27
Bremen,682986,2020-04-29,38,24.7,18,117,41,29,3.5,2,0.4,4.2,797,29
Bremen,682986,2020-04-30,30,22.1,21.6,121,42,30,3.0,0,0.3,4.2,827,29
Bremen,682986,2020-05-01,32,21.7,24,126,43,31,2.9,1,0.4,4.4,859,30
Bremen,682986,2020-05-02,12,21.7,23.4,128,44,32,2.8,0,0.4,4.4,871,30
Bremen,682986,2020-05-03,4,19.4,23.2,128,45,33,2.4,0,0.4,4.4,875,30
Bremen,682986,2020-05-04,18,19.9,19.2,131,46,34,2.4,0,0.4,4.4,893,30
Bremen,682986,2020-05-05,2,19.4,13.6,131,47,35,2.3,1,0.6,4.5,895,31
Bremen,682986,2020-05-06,21,17.0,11.4,134,48,36,2.0,0,0.3,4.5,916,31
Bremen,682986,2020-05-07,47,19.4,18.4,141,49,37,2.2,1,0.4,4.7,963,32
Bremen,682986,2020-05-08,34,19.7,24.4,146,50,38,2.2,0,0.3,4.7,997,32
Bremen,682986,2020-05-09,27,22,26,150,51,39,2.4,0,0.3,4.7,1024,32
Bremen,682986,2020-05-10,19,24,30,153,52,40,2.6,0,0.3,4.7,1043,32
Bremen,682986,2020-05-11,12,23,28,154,53,41,2.4,2,0.6,5.0,1055,34
Bremen,682986,2020-05-12,3,23,19,155,54,42,2.4,1,0.6,5.1,1058,35
Bremen,682986,2020-05-13,19,23,16,158,55,43,2.3,1,0.7,5.3,1077,36
Bremen,682986,2020-05-14,27,20,16,162,56,44,2.0,1,0.7,5.4,1104,37
Bremen,682986,2020-05-15,25,19,17,165,57,45,1.8,0,0.7,5.4,1129,37
Bremen,682986,2020-05-16,21,18,19,168,58,46,1.7,0,0.7,5.4,1150,37
Bremen,682986,2020-05-17,14,17,21,170,59,47,1.6,0,0.7,5.4,1164,37
Bremen,682986,2020-05-18,7,17,19,172,60,48,1.5,1,0.6,5.6,1171,38
Bremen,682986,2020-05-19,66,26,27,181,61,49,2.3,0,0.4,5.6,1237,38
Bremen,682986,2020-05-20,19,26,25,184,62,50,2.2,0,0.3,5.6,1256,38
Bremen,682986,2020-05-21,17,24,25,186,63,51,2.1,1,0.3,5.7,1273,39
Bremen,682986,2020-05-22,18,23,25,189,64,52,1.9,0,0.3,5.7,1291,39
Bremen,682986,2020-05-23,5,21,25,190,65,53,1.7,2,0.6,6.0,1296,41
Bremen,682986,2020-05-24,3,19,12,190,66,54,1.6,0,0.6,6.0,1299,41
Bremen,682986,2020-05-25,13,20,11,192,67,55,1.6,0,0.4,6.0,1312,41
Bremen,682986,2020-05-26,1,11,8,192,68,56,0.8,1,0.6,6.1,1313,42
Bremen,682986,2020-05-27,9,9,6,194,69,57,0.7,0,0.6,6.1,1322,42
Bremen,682986,2020-05-28,26,11,10,197,70,58,0.8,-1,0.3,6.0,1348,41
Bremen,682986,2020-05-29,24,12,15,201,71,59,0.9,0,0.3,6.0,1372,41
Bremen,682986,2020-05-30,26,15,17,205,72,60,1.1,1,0.1,6.1,1398,42
Bremen,682986,2020-05-31,0,14,17,205,73,61,1.1,0,0.1,6.1,1398,42
Bremen,682986,2020-06-01,0,12,15,205,74,62,0.9,0,0.1,6.1,1398,42
Bremen,682986,2020-06-02,38,18,18,210,75,63,1.3,0,0.0,6.1,1436,42
Bremen,682986,2020-06-03,11,18,15,212,76,64,1.3,1,0.1,6.3,1447,43
Bremen,682986,2020-06-04,15,16,13,214,77,65,1.2,1,0.4,6.4,1462,44
Bremen,682986,2020-06-05,36,18,20,219,78,66,1.3,0,0.4,6.4,1498,44
Bremen,682986,2020-06-06,15,16,23,222,79,67,1.1,0,0.3,6.4,1513,44
Bremen,682986,2020-06-07,4,17,16,222,80,68,1.2,0,0.3,6.4,1517,44
Bremen,682986,2020-06-08,14,19,17,224,81,69,1.3,0,0.3,6.4,1531,44
Bremen,682986,2020-06-09,1,14,14,224,82,70,0.9,-1,0.1,6.3,1532,43
Bremen,682986,2020-06-10,15,14,10,227,83,71,1.0,0,0.0,6.3,1547,43
Bremen,682986,2020-06-11,18,15,10,229,84,72,1.0,0,-0.1,6.3,1565,43
Bremen,682986,2020-06-12,8,11,11,230,85,73,0.7,2,0.1,6.6,1573,45
Bremen,682986,2020-06-13,8,10,10,231,86,74,0.6,0,0.1,6.6,1581,45
Bremen,682986,2020-06-14,8,10,11,233,87,75,0.7,1,0.3,6.7,1589,46
Bremen,682986,2020-06-15,3,9,9,233,88,76,0.6,2,0.6,7.0,1592,48
Bremen,682986,2020-06-16,1,9,6,233,89,77,0.6,0,0.7,7.0,1593,48
Bremen,682986,2020-06-17,14,9,7,235,90,78,0.5,1,0.9,7.2,1607,49
Bremen,682986,2020-06-18,12,8,8,237,91,79,0.5,0,0.9,7.2,1619,49
Bremen,682986,2020-06-19,7,8,7,238,92,80,0.5,0,0.6,7.2,1626,49
Bremen,682986,2020-06-20,10,8,9,240,93,81,0.5,0,0.6,7.2,1636,49
Bremen,682986,2020-06-21,9,8,10,241,94,82,0.5,0,0.4,7.2,1645,49
Brandenburg,2511917,2020-03-15,0,0,0,2,0,0,0.0,0,0,0.0,65,0
Brandenburg,2511917,2020-03-16,0,0,0,3,0,0,0.0,0,0,0.0,65,0
Brandenburg,2511917,2020-03-17,8,0,0,3,0,0,0.0,0,0,0.0,73,0
Brandenburg,2511917,2020-03-18,19,0,0,4,0,0,0.0,0,0,0.0,92,0
Brandenburg,2511917,2020-03-19,42,0,13.8,5,1,0,0.0,0,0,0.0,134,0
Brandenburg,2511917,2020-03-20,58,0,25.4,8,2,0,0.0,0,0,0.0,192,0
Brandenburg,2511917,2020-03-21,62,27.0,37.8,10,3,0,0.0,0,0.0,0.0,254,0
Brandenburg,2511917,2020-03-22,20,29.9,40.2,11,4,0,23.9,0,0.0,0.0,274,0
Brandenburg,2511917,2020-03-23,14,31.9,39.2,11,5,0,20.6,0,0.0,0.0,288,0
Brandenburg,2511917,2020-03-24,55,38.6,41.8,14,6,0,20.7,0,0.0,0.0,343,0
Brandenburg,2511917,2020-03-25,86,48.1,47.4,17,7,0,21.4,1,0.1,0.0,429,1
Brandenburg,2511917,2020-03-26,48,49.0,44.6,19,8,0,17.9,0,0.1,0.0,477,1
Brandenburg,2511917,2020-03-27,60,49.3,52.6,21,9,0,15.3,0,0.1,0.0,537,1
Brandenburg,2511917,2020-03-28,108,55.9,71.4,26,10,0,15.0,0,0.1,0.0,645,1
Brandenburg,2511917,2020-03-29,76,63.9,75.6,29,11,0,14.9,0,0.1,0.0,721,1
Brandenburg,2511917,2020-03-30,40,67.6,66.4,30,12,0,13.8,1,0.3,0.1,761,2
Brandenburg,2511917,2020-03-31,37,65.0,64.2,32,13,0,11.6,0,0.3,0.1,798,2
Brandenburg,2511917,2020-04-01,83,64.6,68.8,35,14,0,10.3,2,0.4,0.2,881,4
Brandenburg,2511917,2020-04-02,114,74.0,70,40,15,1,10.7,3,0.9,0.3,995,7
Brandenburg,2511917,2020-04-03,80,76.9,70.8,43,16,2,10.1,2,1.1,0.4,1075,9
Brandenburg,2511917,2020-04-04,136,80.9,90,48,17,3,9.6,3,1.6,0.5,1211,12
Brandenburg,2511917,2020-04-05,94,83.4,101.4,52,18,4,9.1,5,2.3,0.7,1305,17
Brandenburg,2511917,2020-04-06,40,83.4,92.8,54,19,5,8.3,2,2.4,0.8,1345,19
Brandenburg,2511917,2020-04-07,39,83.7,77.8,55,20,6,7.7,1,2.6,0.8,1384,20
Brandenburg,2511917,2020-04-08,88,84.4,79.4,59,21,7,7.2,2,2.6,0.9,1472,22
Brandenburg,2511917,2020-04-09,106,83.3,73.4,63,22,8,6.6,8,3.3,1.2,1578,30
Brandenburg,2511917,2020-04-10,113,88.0,77.2,67,23,9,6.6,7,4.0,1.5,1691,37
Brandenburg,2511917,2020-04-11,73,79.0,83.8,70,24,10,5.5,0,3.6,1.5,1764,37
Brandenburg,2511917,2020-04-12,93,78.9,94.6,74,25,11,5.2,1,3.0,1.5,1857,38
Brandenburg,2511917,2020-04-13,23,76.4,81.6,75,26,12,4.8,0,2.7,1.5,1880,38
Brandenburg,2511917,2020-04-14,36,76.0,67.6,76,27,13,4.6,2,2.9,1.6,1916,40
Brandenburg,2511917,2020-04-15,34,68.3,51.8,78,28,14,3.9,2,2.9,1.7,1950,42
Brandenburg,2511917,2020-04-16,108,68.6,58.8,82,29,15,3.8,12,3.4,2.1,2058,54
Brandenburg,2511917,2020-04-17,62,61.3,52.6,84,30,16,3.3,6,3.3,2.4,2120,60
Brandenburg,2511917,2020-04-18,41,56.7,56.2,86,31,17,2.9,2,3.6,2.5,2161,62
Brandenburg,2511917,2020-04-19,60,52.0,61,88,32,18,2.6,4,4.0,2.6,2221,66
Brandenburg,2511917,2020-04-20,17,51.1,57.6,89,33,19,2.5,0,4.0,2.6,2238,66
Brandenburg,2511917,2020-04-21,37,51.3,43.4,91,34,20,2.4,1,3.9,2.7,2275,67
Brandenburg,2511917,2020-04-22,114,62.7,53.8,95,35,21,2.9,7,4.6,2.9,2389,74
Brandenburg,2511917,2020-04-23,58,55.6,57.2,97,36,22,2.5,10,4.3,3.3,2447,84
Brandenburg,2511917,2020-04-24,89,59.4,63,101,37,23,2.6,6,4.3,3.6,2536,90
