State,Population,Dates,New_Cases,Avg_7days,Avg_5days,Per100,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_7days,DeathPer100,Total_Cases,Deaths
Berlin,3714286,2020-06-11,56,34,35,192,89,77,0.5,2,1.1,5.6,7138,208
Berlin,3714286,2020-06-12,27,31,34,193,90,78,0.4,0,1.1,5.6,7165,208
Berlin,3714286,2020-06-13,87,41,47,195,91,79,0.6,0,1.0,5.6,7252,208
Berlin,3714286,2020-06-14,30,41,48,196,92,80,0.6,0,0.4,5.6,7282,208
Berlin,3714286,2020-06-15,40,44,48,197,93,81,0.6,0,0.4,5.6,7322,208
Berlin,3714286,2020-06-16,47,47,46,198,94,82,0.7,0,0.4,5.6,7369,208
Berlin,3714286,2020-06-17,33,46,47,199,95,83,0.6,1,0.4,5.6,7402,209
Berlin,3714286,2020-06-18,73,48,45,201,96,84,0.7,1,0.3,5.7,7475,210
Berlin,3714286,2020-06-19,128,63,64,205,97,85,0.9,1,0.4,5.7,7603,211
Berlin,3714286,2020-06-20,130,69,82,208,98,86,0.9,0,0.4,5.7,7733,211
Berlin,3714286,2020-06-21,71,75,87,210,99,87,1.0,0,0.4,5.7,7804,211
Hamburg,1841179,2020-03-15,0,0,0,9,1,0,0.0,0,0,0.0,162,0
Hamburg,1841179,2020-03-16,98,0,0,14,2,0,0.0,0,0,0.0,260,0
Hamburg,1841179,2020-03-17,55,0,0,17,3,0,0.0,0,0,0.0,310,0
Hamburg,1841179,2020-03-18,48,0,0,19,4,0,0.0,0,0,0.0,358,0
Hamburg,1841179,2020-03-19,74,0,0,23,5,0,0.0,0,0,0.0,432,0
Hamburg,1841179,2020-03-20,154,0,86,32,6,0,0.0,0,0,0.0,586,0
Hamburg,1841179,2020-03-21,1,61,66,32,7,0,0.0,0,0.0,0.0,587,0
Hamburg,1841179,2020-03-22,285,102,112,47,8,0,26.5,0,0.0,0.0,872,0
Hamburg,1841179,2020-03-23,71,98,117,51,9,0,20.2,0,0.0,0.0,943,0
Hamburg,1841179,2020-03-24,100,105,122,57,10,0,17.9,0,0.0,0.0,1043,0
Hamburg,1841179,2020-03-25,219,129,135,69,11,0,18.8,0,0.0,0.0,1262,0
Hamburg,1841179,2020-03-26,3,119,136,69,12,0,14.6,0,0.0,0.0,1265,0
Hamburg,1841179,2020-03-27,428,158,164,92,13,0,16.9,2,0.3,0.1,1693,2
Hamburg,1841179,2020-03-28,72,168,164,96,14,0,15.4,0,0.3,0.1,1765,2
Hamburg,1841179,2020-03-29,81,139,161,100,15,0,11.0,2,0.6,0.2,1846,4
Hamburg,1841179,2020-03-30,207,159,158,112,16,1,11.3,1,0.7,0.3,2053,5
Hamburg,1841179,2020-03-31,138,164,185,119,17,2,10.5,4,1.3,0.5,2191,9
Hamburg,1841179,2020-04-01,120,150,124,126,18,3,8.7,5,2.0,0.8,2311,14
Hamburg,1841179,2020-04-02,95,163,128,131,19,4,8.7,0,2.0,0.8,2406,14
Hamburg,1841179,2020-04-03,190,129,150,141,20,5,6.3,2,2.0,0.9,2596,16
Hamburg,1841179,2020-04-04,101,133,129,146,21,6,6.1,0,2.0,0.9,2697,16
Hamburg,1841179,2020-04-05,248,157,151,160,22,7,6.8,3,2.1,1.0,2945,19
Hamburg,1841179,2020-04-06,48,134,136,163,23,8,5.5,0,2.0,1.0,2993,19
Hamburg,1841179,2020-04-07,66,124,131,166,24,9,4.8,1,1.6,1.1,3059,20
Hamburg,1841179,2020-04-08,106,122,114,172,25,10,4.5,3,1.3,1.2,3165,23
Hamburg,1841179,2020-04-09,155,131,125,180,26,11,4.6,21,4.3,2.4,3320,44
Hamburg,1841179,2020-04-10,231,136,121,193,27,12,4.6,9,5.3,2.9,3551,53
Hamburg,1841179,2020-04-11,112,138,134,199,28,13,4.4,3,5.7,3.0,3663,56
Hamburg,1841179,2020-04-12,79,114,137,203,29,14,3.5,0,5.3,3.0,3742,56
Hamburg,1841179,2020-04-13,28,111,121,205,30,15,3.3,0,5.3,3.0,3770,56
Hamburg,1841179,2020-04-14,38,107,98,207,31,16,3.1,3,5.6,3.2,3808,59
Hamburg,1841179,2020-04-15,61,101,64,210,32,17,2.8,8,6.3,3.6,3869,67
Hamburg,1841179,2020-04-16,84,90,58,215,33,18,2.5,13,5.1,4.3,3953,80
Hamburg,1841179,2020-04-17,52,65,53,218,34,19,1.7,4,4.4,4.6,4005,84
Hamburg,1841179,2020-04-18,113,65,70,224,35,20,1.7,6,4.9,4.9,4118,90
Hamburg,1841179,2020-04-19,49,61,72,226,36,21,1.6,1,5.0,4.9,4167,91
Hamburg,1841179,2020-04-20,18,59,63,227,37,22,1.5,0,5.0,4.9,4185,91
Hamburg,1841179,2020-04-21,19,57,50,228,38,23,1.4,0,4.6,4.9,4204,91
Hamburg,1841179,2020-04-22,0,48,40,228,39,24,1.2,0,3.4,4.9,4204,91
Hamburg,1841179,2020-04-23,82,48,34,232,40,25,1.2,22,4.7,6.1,4286,113
Hamburg,1841179,2020-04-24,72,50,38,237,41,26,1.2,9,5.4,6.6,4358,122
Hamburg,1841179,2020-04-25,42,40,43,239,42,27,1.0,17,7.0,7.5,4400,139
Hamburg,1841179,2020-04-26,29,37,45,241,43,28,0.9,1,7.0,7.6,4429,140
Hamburg,1841179,2020-04-27,46,41,54,243,44,29,1.0,2,7.3,7.7,4475,142
Hamburg,1841179,2020-04-28,30,43,44,245,45,30,1.0,0,7.3,7.7,4505,142
Hamburg,1841179,2020-04-29,20,46,33,246,46,31,1.0,11,8.9,8.3,4525,153
Hamburg,1841179,2020-04-30,37,39,32,248,47,32,0.9,2,6.0,8.4,4562,155
Hamburg,1841179,2020-05-01,42,35,35,250,48,33,0.8,8,5.9,8.9,4604,163
Hamburg,1841179,2020-05-02,5,30,27,250,49,34,0.7,0,3.4,8.9,4609,163
Hamburg,1841179,2020-05-03,22,29,25,252,50,35,0.6,1,3.4,8.9,4631,164
Hamburg,1841179,2020-05-04,5,23,22,252,51,36,0.5,2,3.4,9.0,4636,166
Hamburg,1841179,2020-05-05,8,20,16,252,52,37,0.4,6,4.3,9.3,4644,172
Hamburg,1841179,2020-05-06,20,20,12,253,53,38,0.4,18,5.3,10.3,4664,190
Hamburg,1841179,2020-05-07,40,20,19,255,54,39,0.4,4,5.6,10.5,4704,194
Hamburg,1841179,2020-05-08,49,21,24,258,55,40,0.5,7,5.4,10.9,4753,201
Hamburg,1841179,2020-05-09,19,23,27,259,56,41,0.5,3,5.9,11.1,4772,204
Hamburg,1841179,2020-05-10,0,20,26,259,57,42,0.4,0,5.7,11.1,4772,204
Hamburg,1841179,2020-05-11,8,21,23,260,58,43,0.4,0,5.4,11.1,4780,204
Hamburg,1841179,2020-05-12,180,45,51,269,59,44,1.0,12,6.3,11.7,4960,216
Hamburg,1841179,2020-05-13,12,44,44,270,60,45,0.9,7,4.7,12.1,4972,223
Hamburg,1841179,2020-05-14,4,39,41,270,61,46,0.8,5,4.9,12.4,4976,228
Hamburg,1841179,2020-05-15,5,33,42,271,62,47,0.7,0,3.9,12.4,4981,228
Hamburg,1841179,2020-05-16,36,35,47,272,63,48,0.7,3,3.9,12.5,5017,231
Hamburg,1841179,2020-05-17,12,37,14,273,64,49,0.7,1,4.0,12.6,5029,232
Hamburg,1841179,2020-05-18,8,37,13,274,65,50,0.7,0,4.0,12.6,5037,232
Hamburg,1841179,2020-05-19,5,12,13,274,66,51,0.2,0,2.3,12.6,5042,232
Hamburg,1841179,2020-05-20,0,10,12,274,67,52,0.2,4,1.9,12.8,5042,236
Hamburg,1841179,2020-05-21,11,11,7,274,68,53,0.2,3,1.6,13.0,5053,239
Hamburg,1841179,2020-05-22,6,11,6,275,69,54,0.2,1,1.7,13.0,5059,240
Hamburg,1841179,2020-05-23,4,7,5,275,70,55,0.1,0,1.3,13.0,5063,240
Hamburg,1841179,2020-05-24,3,5,5,275,71,56,0.1,1,1.3,13.1,5066,241
Hamburg,1841179,2020-05-25,3,5,5,275,72,57,0.1,0,1.3,13.1,5069,241
Hamburg,1841179,2020-05-26,0,4,3,275,73,58,0.1,0,1.3,13.1,5069,241
Hamburg,1841179,2020-05-27,3,4,3,275,74,59,0.1,1,0.9,13.1,5072,242
Hamburg,1841179,2020-05-28,4,3,3,276,75,60,0.1,3,0.9,13.3,5076,245
Hamburg,1841179,2020-05-29,2,3,2,276,76,61,0.1,1,0.9,13.4,5078,246
Hamburg,1841179,2020-05-30,4,3,3,276,77,62,0.1,0,0.9,13.4,5082,246
Hamburg,1841179,2020-05-31,5,3,4,276,78,63,0.1,6,1.6,13.7,5087,252
Hamburg,1841179,2020-06-01,2,3,3,276,79,64,0.1,1,1.7,13.7,5089,253
Hamburg,1841179,2020-06-02,9,4,4,277,80,65,0.1,0,1.7,13.7,5098,253
Hamburg,1841179,2020-06-03,0,4,4,277,81,66,0.1,0,1.6,13.7,5098,253
Hamburg,1841179,2020-06-04,-2,3,3,277,82,67,0.1,0,1.1,13.7,5096,253
Hamburg,1841179,2020-06-05,11,4,4,277,83,68,0.1,0,1.0,13.7,5107,253
Hamburg,1841179,2020-06-06,4,4,4,278,84,69,0.1,1,1.1,13.8,5111,254
Hamburg,1841179,2020-06-07,2,4,3,278,85,70,0.1,0,0.3,13.8,5113,254
Hamburg,1841179,2020-06-08,2,4,3,278,86,71,0.1,0,0.1,13.8,5115,254
Hamburg,1841179,2020-06-09,2,3,4,278,87,72,0.1,0,0.1,13.8,5117,254
Hamburg,1841179,2020-06-10,4,3,3,278,88,73,0.1,0,0.1,13.8,5121,254
Hamburg,1841179,2020-06-11,4,4,3,278,89,74,0.1,0,0.1,13.8,5125,254
Hamburg,1841179,2020-06-12,9,4,4,279,90,75,0.1,0,0.1,13.8,5134,254
Hamburg,1841179,2020-06-13,5,4,5,279,91,76,0.1,1,0.1,13.8,5139,255
Hamburg,1841179,2020-06-14,0,4,4,279,92,77,0.1,0,0.1,13.8,5139,255
Hamburg,1841179,2020-06-15,5,4,5,279,93,78,0.1,0,0.1,13.8,5144,255
Hamburg,1841179,2020-06-16,3,4,4,280,94,79,0.1,0,0.1,13.8,5147,255
Hamburg,1841179,2020-06-17,2,4,3,280,95,80,0.1,2,0.4,14.0,5149,257
Hamburg,1841179,2020-06-18,5,4,3,280,96,81,0.1,2,0.7,14.1,5154,259
Hamburg,1841179,2020-06-19,2,3,3,280,97,82,0.1,0,0.7,14.1,5156,259
Hamburg,1841179,2020-06-20,4,3,3,280,98,83,0.1,0,0.6,14.1,5160,259
Hamburg,1841179,2020-06-21,3,3,3,280,99,84,0.1,0,0.6,14.1,5163,259
Hesse,6265809,2020-03-15,0,0,0,3,1,0,0.0,0,0,0.0,286,0
Hesse,6265809,2020-03-16,56,0,0,4,2,0,0.0,0,0,0.0,342,0
Hesse,6265809,2020-03-17,132,0,0,6,3,0,0.0,0,0,0.0,373,0
Hesse,6265809,2020-03-18,59,0,0,7,4,0,0.0,0,0,0.0,432,0
Hesse,6265809,2020-03-19,250,0,0,11,5,0,0.0,0,0,0.0,682,0
Hesse,6265809,2020-03-20,131,0,126,13,6,0,0.0,1,0,0.0,813,1
Hesse,6265809,2020-03-21,267,128,168,17,7,0,0.0,1,0.3,0.0,1080,2
Hesse,6265809,2020-03-22,95,141,160,19,8,0,24.7,0,0.3,0.0,1175,2
Hesse,6265809,2020-03-23,172,158,183,21,9,0,22.6,1,0.4,0.0,1347,3
Hesse,6265809,2020-03-24,273,178,188,26,10,0,21.1,1,0.6,0.1,1620,4
Hesse,6265809,2020-03-25,134,189,188,28,11,0,18.5,0,0.6,0.1,1754,4
Hesse,6265809,2020-03-26,403,211,215,34,12,1,17.4,2,0.9,0.1,2157,6
Hesse,6265809,2020-03-27,166,216,230,37,13,2,15.2,1,0.9,0.1,2323,7
Hesse,6265809,2020-03-28,281,218,251,42,14,3,13.3,2,1.0,0.1,2604,9
Hesse,6265809,2020-03-29,1,204,197,42,15,4,11.0,0,1.0,0.1,2645,9
Hesse,6265809,2020-03-30,486,249,267,49,16,5,12.1,4,1.4,0.2,3091,13
Hesse,6265809,2020-03-31,192,238,225,52,17,6,10.3,4,1.9,0.3,3283,17
Hesse,6265809,2020-04-01,162,242,224,55,18,7,9.5,4,2.4,0.3,3445,21
Hesse,6265809,2020-04-02,262,221,221,59,19,8,7.9,6,3.0,0.4,3707,27
Hesse,6265809,2020-04-03,286,239,278,64,20,9,7.9,6,3.7,0.5,3993,33
Hesse,6265809,2020-04-04,286,239,238,68,21,10,7.4,9,4.7,0.7,4279,42
Hesse,6265809,2020-04-05,296,281,258,73,22,11,8.1,14,6.7,0.9,4575,56
Hesse,6265809,2020-04-06,99,226,278,75,23,12,6.0,5,6.9,1.0,4674,61
Hesse,6265809,2020-04-07,163,222,226,77,24,14,5.6,12,8.0,1.2,4837,73
Hesse,6265809,2020-04-08,128,217,194,79,25,15,5.2,11,9.0,1.3,4965,84
Hesse,6265809,2020-04-09,277,219,193,84,26,16,4.9,16,10.4,1.6,5242,100
Hesse,6265809,2020-04-10,452,243,224,91,27,17,5.2,11,11.1,1.8,5694,111
Hesse,6265809,2020-04-11,114,218,227,93,28,18,4.5,9,11.1,1.9,5808,120
Hesse,6265809,2020-04-12,51,183,204,94,29,19,3.6,3,9.6,2.0,5859,123
Hesse,6265809,2020-04-13,255,206,230,98,30,20,3.9,12,10.6,2.2,6114,135
Hesse,6265809,2020-04-14,69,192,188,99,31,21,3.5,12,10.6,2.3,6183,147
Hesse,6265809,2020-04-15,164,197,131,101,32,22,3.5,26,12.7,2.8,6347,173
Hesse,6265809,2020-04-16,123,175,132,103,33,23,3.0,14,12.4,3.0,6470,187
Hesse,6265809,2020-04-17,235,144,169,107,34,24,2.4,10,12.3,3.1,6705,197
Hesse,6265809,2020-04-18,211,158,160,110,35,25,2.5,15,13.1,3.4,6916,212
Hesse,6265809,2020-04-19,192,178,185,113,36,26,2.8,18,15.3,3.7,7108,230
Hesse,6265809,2020-04-20,69,152,166,115,37,27,2.3,10,15.0,3.8,7177,240
Hesse,6265809,2020-04-21,54,150,152,115,38,28,2.2,11,14.9,4.0,7231,251
Hesse,6265809,2020-04-22,149,148,135,118,39,29,2.2,14,13.1,4.2,7380,265
Hesse,6265809,2020-04-23,213,160,135,121,40,30,2.3,21,14.1,4.6,7593,286
Hesse,6265809,2020-04-24,119,144,121,123,41,31,2.0,10,14.1,4.7,7712,296
Hesse,6265809,2020-04-25,125,132,132,125,42,32,1.8,9,13.3,4.9,7837,305
Hesse,6265809,2020-04-26,109,120,143,127,43,33,1.6,10,12.1,5.0,7946,315
Hesse,6265809,2020-04-27,33,115,120,127,44,34,1.5,5,11.4,5.1,7979,320
Hesse,6265809,2020-04-28,47,114,87,128,45,35,1.5,13,11.7,5.3,8026,333
Hesse,6265809,2020-04-29,158,115,94,131,46,36,1.5,13,11.6,5.5,8184,346
Hesse,6265809,2020-04-30,120,102,93,133,47,37,1.3,7,9.6,5.6,8304,353
Hesse,6265809,2020-05-01,72,95,86,134,48,38,1.2,7,9.1,5.7,8376,360
Hesse,6265809,2020-05-02,110,93,101,135,49,39,1.1,4,8.4,5.8,8486,364
Hesse,6265809,2020-05-03,38,83,100,136,50,40,1.0,6,7.9,5.9,8524,370
Hesse,6265809,2020-05-04,25,81,73,136,51,41,1.0,2,7.4,5.9,8549,372
Hesse,6265809,2020-05-05,36,80,56,137,52,42,1.0,9,6.9,6.1,8585,381
Hesse,6265809,2020-05-06,57,65,53,138,53,43,0.8,5,5.7,6.2,8642,386
Hesse,6265809,2020-05-07,94,62,50,139,54,44,0.7,10,6.1,6.3,8736,396
Hesse,6265809,2020-05-08,114,68,65,141,55,45,0.8,7,6.1,6.4,8850,403
Hesse,6265809,2020-05-09,66,61,73,142,56,46,0.7,5,6.3,6.5,8916,408
Hesse,6265809,2020-05-10,82,68,83,144,57,47,0.8,3,5.9,6.6,8998,411
Hesse,6265809,2020-05-11,14,66,74,144,58,48,0.8,1,5.7,6.6,9012,412
Hesse,6265809,2020-05-12,19,64,59,144,59,49,0.7,3,4.9,6.6,9031,415
Hesse,6265809,2020-05-13,56,64,47,145,60,50,0.7,4,4.7,6.7,9087,419
Hesse,6265809,2020-05-14,82,62,51,146,61,51,0.7,4,3.9,6.8,9169,423
Hesse,6265809,2020-05-15,35,51,41,147,62,52,0.6,6,3.7,6.8,9204,429
Hesse,6265809,2020-05-16,57,49,50,148,63,53,0.5,3,3.4,6.9,9261,432
Hesse,6265809,2020-05-17,56,46,57,149,64,54,0.5,3,3.4,6.9,9317,435
Hesse,6265809,2020-05-18,20,46,50,149,65,55,0.5,4,3.9,7.0,9337,439
Hesse,6265809,2020-05-19,31,48,40,150,66,56,0.5,3,3.9,7.1,9368,442
Hesse,6265809,2020-05-20,115,57,56,151,67,57,0.6,4,3.9,7.1,9483,446
Hesse,6265809,2020-05-21,91,58,63,153,68,58,0.6,5,4.0,7.2,9574,451
Hesse,6265809,2020-05-22,82,65,68,154,69,59,0.7,6,4.0,7.3,9656,457
Hesse,6265809,2020-05-23,14,58,67,154,70,60,0.6,1,3.7,7.3,9670,458
Hesse,6265809,2020-05-24,92,64,79,156,71,61,0.7,2,3.6,7.3,9762,460
Hesse,6265809,2020-05-25,8,62,57,156,72,62,0.6,0,3.0,7.3,9770,460
Hesse,6265809,2020-05-26,34,62,46,157,73,63,0.6,2,2.9,7.4,9804,462
Hesse,6265809,2020-05-27,56,54,41,157,74,64,0.6,4,2.9,7.4,9860,466
Hesse,6265809,2020-05-28,55,49,49,158,75,65,0.5,5,2.9,7.5,9915,471
Hesse,6265809,2020-05-29,47,44,40,159,76,66,0.4,5,2.7,7.6,9962,476
Hesse,6265809,2020-05-30,41,48,47,160,77,67,0.5,0,2.6,7.6,10003,476
Hesse,6265809,2020-05-31,30,39,46,160,78,68,0.4,1,2.4,7.6,10033,477
Hesse,6265809,2020-06-01,14,40,37,160,79,69,0.4,3,2.9,7.7,10047,480
Hesse,6265809,2020-06-02,13,37,29,161,80,70,0.4,0,2.6,7.7,10060,480
Hesse,6265809,2020-06-03,20,31,24,161,81,71,0.3,0,2.0,7.7,10080,480
Hesse,6265809,2020-06-04,49,31,25,162,82,72,0.3,2,1.6,7.7,10129,482
Hesse,6265809,2020-06-05,34,29,26,162,83,73,0.3,0,0.9,7.7,10163,482
Hesse,6265809,2020-06-06,8,24,25,162,84,74,0.2,1,1.0,7.7,10171,483
Hesse,6265809,2020-06-07,32,24,29,163,85,75,0.2,1,1.0,7.7,10203,484
Hesse,6265809,2020-06-08,4,23,25,163,86,76,0.2,0,0.6,7.7,10207,484
Hesse,6265809,2020-06-09,30,25,22,163,87,77,0.2,0,0.6,7.7,10237,484
Hesse,6265809,2020-06-10,19,25,19,164,88,78,0.2,1,0.7,7.7,10256,485
Hesse,6265809,2020-06-11,40,24,25,164,89,79,0.2,4,1.0,7.8,10296,489
Hesse,6265809,2020-06-12,17,21,22,165,90,80,0.2,0,1.0,7.8,10313,489
Hesse,6265809,2020-06-13,8,21,23,165,91,81,0.2,2,1.1,7.8,10321,491
Hesse,6265809,2020-06-14,3,17,17,165,92,82,0.2,0,1.0,7.8,10324,491
Hesse,6265809,2020-06-15,0,17,14,165,93,83,0.2,0,1.0,7.8,10324,491
Hesse,6265809,2020-06-16,47,19,15,166,94,84,0.2,4,1.6,7.9,10371,495
Hesse,6265809,2020-06-17,15,19,15,166,95,85,0.2,1,1.6,7.9,10386,496
Hesse,6265809,2020-06-18,54,21,24,167,96,86,0.2,2,1.3,7.9,10440,498
Hesse,6265809,2020-06-19,63,27,36,168,97,87,0.3,1,1.4,8.0,10503,499
Hesse,6265809,2020-06-20,53,34,46,168,98,88,0.3,1,1.3,8.0,10556,500
Hesse,6265809,2020-06-21,19,36,41,169,99,89,0.3,0,1.3,8.0,10575,500
Lower_Saxony,7982448,2020-03-15,0,0,0,3,1,0,0.0,0,0,0.0,287,0
Lower_Saxony,7982448,2020-03-16,104,0,0,3,2,0,0.0,0,0,0.0,391,0
Lower_Saxony,7982448,2020-03-17,53,0,0,4,3,0,0.0,0,0,0.0,325,0
Lower_Saxony,7982448,2020-03-18,153,0,0,6,4,0,0.0,0,0,0.0,478,0
Lower_Saxony,7982448,2020-03-19,191,0,0,8,5,0,0.0,0,0,0.0,669,0
Lower_Saxony,7982448,2020-03-20,134,0,127,10,6,0,0.0,0,0,0.0,803,0
Lower_Saxony,7982448,2020-03-21,220,122,150,13,7,0,0.0,0,0.0,0.0,1023,0
Lower_Saxony,7982448,2020-03-22,283,163,196,16,8,0,28.6,1,0.1,0.0,1306,1
Lower_Saxony,7982448,2020-03-23,177,173,201,19,9,0,24.2,3,0.6,0.1,1483,4
Lower_Saxony,7982448,2020-03-24,281,206,219,22,10,1,23.6,2,0.9,0.1,1764,6
Lower_Saxony,7982448,2020-03-25,376,237,267,27,11,2,22.1,1,1.0,0.1,2140,7
Lower_Saxony,7982448,2020-03-26,207,240,265,29,12,3,18.3,1,1.1,0.1,2357,8
Lower_Saxony,7982448,2020-03-27,463,287,301,35,13,4,18.5,2,1.4,0.1,2810,10
Lower_Saxony,7982448,2020-03-28,340,304,333,39,14,5,16.5,2,1.7,0.2,3150,12
Lower_Saxony,7982448,2020-03-29,300,306,337,43,15,6,14.3,9,2.9,0.3,3450,21
Lower_Saxony,7982448,2020-03-30,282,321,318,47,16,7,13.1,5,3.1,0.3,3732,26
Lower_Saxony,7982448,2020-03-31,331,328,343,51,17,8,11.8,8,4.0,0.4,4063,34
Lower_Saxony,7982448,2020-04-01,319,320,314,55,18,9,10.3,8,5.0,0.5,4382,42
Lower_Saxony,7982448,2020-04-02,313,335,309,59,19,10,9.8,3,5.3,0.6,4695,45
Lower_Saxony,7982448,2020-04-03,386,324,326,64,20,11,8.6,20,7.9,0.8,5081,65
Lower_Saxony,7982448,2020-04-04,490,346,368,70,21,12,8.5,20,10.4,1.1,5571,85
Lower_Saxony,7982448,2020-04-05,141,323,330,72,22,13,7.3,4,9.7,1.1,5712,89
Lower_Saxony,7982448,2020-04-06,248,318,379,75,23,14,6.7,3,9.4,1.2,5960,92
Lower_Saxony,7982448,2020-04-07,240,305,301,78,24,15,6.0,19,11.0,1.4,6200,111
Lower_Saxony,7982448,2020-04-08,185,286,261,80,25,16,5.3,10,11.3,1.5,6385,121
Lower_Saxony,7982448,2020-04-09,419,301,247,85,26,17,5.3,20,13.7,1.8,6804,141
Lower_Saxony,7982448,2020-04-10,310,290,280,89,27,18,4.9,20,13.7,2.0,7114,161
Lower_Saxony,7982448,2020-04-11,229,253,277,92,28,19,4.1,10,12.3,2.1,7343,171
Lower_Saxony,7982448,2020-04-12,259,270,280,95,29,20,4.2,18,14.3,2.4,7602,189
Lower_Saxony,7982448,2020-04-13,121,252,268,97,30,21,3.7,12,15.6,2.5,7723,201
Lower_Saxony,7982448,2020-04-14,162,241,216,99,31,22,3.4,10,14.3,2.6,7885,211
Lower_Saxony,7982448,2020-04-15,134,233,181,100,32,23,3.2,13,14.7,2.8,8019,224
Lower_Saxony,7982448,2020-04-16,169,198,169,103,33,24,2.6,24,15.3,3.1,8188,248
Lower_Saxony,7982448,2020-04-17,254,190,168,106,34,25,2.5,26,16.1,3.4,8442,274
Lower_Saxony,7982448,2020-04-18,207,187,185,108,35,26,2.4,7,15.7,3.5,8649,281
Lower_Saxony,7982448,2020-04-19,148,171,182,110,36,27,2.1,7,14.1,3.6,8797,288
Lower_Saxony,7982448,2020-04-20,103,168,176,111,37,28,2.0,3,12.9,3.6,8900,291
Lower_Saxony,7982448,2020-04-21,198,173,182,114,38,29,2.1,15,13.6,3.8,9098,306
Lower_Saxony,7982448,2020-04-22,138,174,159,116,39,30,2.0,22,14.9,4.1,9236,328
Lower_Saxony,7982448,2020-04-23,155,172,148,118,40,31,2.0,12,13.1,4.3,9391,340
Lower_Saxony,7982448,2020-04-24,153,157,149,120,41,32,1.8,24,12.9,4.6,9544,364
Lower_Saxony,7982448,2020-04-25,147,149,158,121,42,33,1.6,13,13.7,4.7,9691,377
Lower_Saxony,7982448,2020-04-26,94,141,137,123,43,34,1.5,7,13.7,4.8,9785,384
Lower_Saxony,7982448,2020-04-27,62,135,122,123,44,35,1.4,7,14.3,4.9,9847,391
Lower_Saxony,7982448,2020-04-28,79,118,107,124,45,36,1.2,3,12.6,4.9,9926,394
Lower_Saxony,7982448,2020-04-29,46,105,86,125,46,37,1.1,12,11.1,5.1,9972,406
Lower_Saxony,7982448,2020-04-30,95,97,75,126,47,38,1.0,10,10.9,5.2,10067,416
Lower_Saxony,7982448,2020-05-01,74,85,71,127,48,39,0.9,13,9.3,5.4,10141,429
Lower_Saxony,7982448,2020-05-02,105,79,80,128,49,40,0.8,22,10.6,5.6,10246,451
Lower_Saxony,7982448,2020-05-03,37,71,71,129,50,41,0.7,2,9.9,5.7,10283,453
Lower_Saxony,7982448,2020-05-04,42,68,71,129,51,42,0.7,3,9.3,5.7,10325,456
Lower_Saxony,7982448,2020-05-05,55,65,63,130,52,43,0.6,7,9.9,5.8,10380,463
Lower_Saxony,7982448,2020-05-06,73,69,62,131,53,44,0.7,7,9.1,5.9,10453,470
Lower_Saxony,7982448,2020-05-07,111,71,64,132,54,45,0.7,8,8.9,6.0,10564,478
Lower_Saxony,7982448,2020-05-08,122,78,81,134,55,46,0.8,15,9.1,6.2,10686,493
Lower_Saxony,7982448,2020-05-09,117,80,96,135,56,47,0.8,3,6.4,6.2,10803,496
Lower_Saxony,7982448,2020-05-10,24,78,89,136,57,48,0.7,2,6.4,6.2,10827,498
Lower_Saxony,7982448,2020-05-11,27,76,80,136,58,49,0.7,0,6.0,6.2,10854,498
Lower_Saxony,7982448,2020-05-12,41,74,66,137,59,50,0.7,9,6.3,6.4,10895,507
Lower_Saxony,7982448,2020-05-13,8,64,43,137,60,51,0.6,1,5.4,6.4,10903,508
Lower_Saxony,7982448,2020-05-14,100,63,40,138,61,52,0.6,16,6.6,6.6,11003,524
Lower_Saxony,7982448,2020-05-15,84,57,52,139,62,53,0.5,10,5.9,6.7,11087,534
Lower_Saxony,7982448,2020-05-16,5,41,48,139,63,54,0.4,1,5.6,6.7,11092,535
Lower_Saxony,7982448,2020-05-17,63,47,52,140,64,55,0.4,9,6.6,6.8,11155,544
Lower_Saxony,7982448,2020-05-18,12,45,53,140,65,56,0.4,1,6.7,6.8,11167,545
Lower_Saxony,7982448,2020-05-19,40,45,41,140,66,57,0.4,3,5.9,6.9,11207,548
Lower_Saxony,7982448,2020-05-20,81,55,40,141,67,58,0.5,9,7.0,7.0,11288,557
Lower_Saxony,7982448,2020-05-21,74,51,54,142,68,59,0.5,9,6.0,7.1,11362,566
Lower_Saxony,7982448,2020-05-22,58,48,53,143,69,60,0.4,2,4.9,7.1,11420,568
Lower_Saxony,7982448,2020-05-23,101,61,71,144,70,61,0.5,3,5.1,7.2,11521,571
Lower_Saxony,7982448,2020-05-24,57,60,74,145,71,62,0.5,1,4.0,7.2,11578,572
Lower_Saxony,7982448,2020-05-25,0,59,58,145,72,63,0.5,0,3.9,7.2,11578,572
Lower_Saxony,7982448,2020-05-26,68,63,57,146,73,64,0.5,2,3.7,7.2,11646,574
Lower_Saxony,7982448,2020-05-27,32,56,52,146,74,65,0.5,4,3.0,7.2,11678,578
Lower_Saxony,7982448,2020-05-28,72,55,46,147,75,66,0.5,5,2.4,7.3,11750,583
Lower_Saxony,7982448,2020-05-29,82,59,51,148,76,67,0.5,2,2.4,7.3,11832,585
Lower_Saxony,7982448,2020-05-30,126,62,76,150,77,68,0.5,8,3.1,7.4,11958,593
Lower_Saxony,7982448,2020-05-31,34,59,69,150,78,69,0.5,0,3.0,7.4,11992,593
Lower_Saxony,7982448,2020-06-01,51,66,73,151,79,70,0.6,0,3.0,7.4,12043,593
