iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,,,,,,,,,,
DEU,Europe,Germany,2020-08-01,209653,955,669.86,9141,0,3.286,2502.305,11.398,7.995,109.102,0,0.039,,,,,82436,0.984,123.065,0.008,tests performed,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-02,209893,240,660.57,9141,0,3.286,2505.17,2.865,7.884,109.102,0,0.039,,8591542,102.544,,82586,0.986,125.022,0.008,tests performed,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-03,210402,509,684.71,9148,7,4.286,2511.245,6.075,8.172,109.186,0.084,0.051,,,,,85692,1.023,125.15,0.008,tests performed,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-04,211281,879,719.86,9156,8,4.857,2521.736,10.491,8.592,109.281,0.095,0.058,,,,,88798,1.06,123.355,0.008,tests performed,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-05,212022,741,728.00,9168,12,5.714,2530.58,8.844,8.689,109.424,0.143,0.068,,,,,91904,1.097,126.242,0.008,tests performed,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-06,213762,1740,847.71,9175,7,5.857,2551.348,20.768,10.118,109.508,0.084,0.07,,,,,95010,1.134,112.078,0.009,tests performed,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-07,214926,1164,889.71,9183,8,6.000,2565.241,13.893,10.619,109.603,0.095,0.072,,,,,98116,1.171,110.278,0.009,tests performed,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-08,215921,995,895.43,9195,12,7.714,2577.117,11.876,10.687,109.747,0.143,0.092,,,,,101222,1.208,113.043,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-09,216625,704,961.71,9196,1,7.857,2585.519,8.403,11.479,109.758,0.012,0.094,,9321842,111.26,,104329,1.245,108.482,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-10,216942,317,934.29,9197,1,7.000,2589.303,3.784,11.151,109.77,0.012,0.084,,,,,107292,1.281,114.839,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-11,218021,1079,962.86,9201,4,6.429,2602.181,12.878,11.492,109.818,0.048,0.077,,,,,110256,1.316,114.509,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-12,219203,1182,1025.86,9207,6,5.571,2616.289,14.108,12.244,109.89,0.072,0.066,,,,,113220,1.351,110.366,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-13,220724,1521,994.57,9211,4,5.143,2634.443,18.154,11.871,109.938,0.048,0.061,,,,,116184,1.387,116.818,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-14,222176,1452,1035.71,9225,14,6.000,2651.773,17.33,12.362,110.105,0.167,0.072,,,,,119147,1.422,115.038,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-15,223515,1339,1084.86,9231,6,5.143,2667.755,15.982,12.948,110.176,0.072,0.061,,,,,122111,1.457,112.56,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-16,224233,718,1086.86,9231,0,5.000,2676.324,8.57,12.972,110.176,0,0.06,,10197366,121.71,,125075,1.493,115.08,0.009,tests performed,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-17,224714,481,1110.29,9232,1,5.000,2682.065,5.741,13.252,110.188,0.012,0.06,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-18,226145,1431,1160.57,9232,0,4.429,2699.145,17.08,13.852,110.188,0,0.053,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-19,226914,769,1101.57,9243,11,5.143,2708.323,9.178,13.148,110.319,0.131,0.061,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-20,228621,1707,1128.14,9253,10,6.000,2728.697,20.374,13.465,110.439,0.119,0.072,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-21,230948,2327,1253.14,9260,7,5.000,2756.471,27.774,14.957,110.522,0.084,0.06,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-22,232082,1134,1223.86,9267,7,5.143,2770.006,13.535,14.607,110.606,0.084,0.061,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-23,232864,782,1233.00,9269,2,5.429,2779.339,9.334,14.716,110.63,0.024,0.065,,,,,,,,,,56.94,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-24,233575,711,1265.86,9272,3,5.714,2787.825,8.486,15.109,110.666,0.036,0.068,,,,,,,,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-25,234853,1278,1244.00,9277,5,6.429,2803.079,15.254,14.848,110.725,0.06,0.077,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-26,236429,1576,1359.29,9280,3,5.286,2821.889,18.81,16.224,110.761,0.036,0.063,,,,,,,,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-27,237936,1507,1330.71,9285,5,4.571,2839.876,17.987,15.883,110.821,0.06,0.055,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-28,239507,1571,1222.71,9288,3,4.000,2858.626,18.751,14.594,110.857,0.036,0.048,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-29,240986,1479,1272.00,9289,1,3.143,2876.279,17.653,15.182,110.868,0.012,0.038,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-30,241771,785,1272.43,9295,6,3.714,2885.648,9.369,15.187,110.94,0.072,0.044,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-08-31,242381,610,1258.00,9298,3,3.714,2892.929,7.281,15.015,110.976,0.036,0.044,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-01,243599,1218,1249.43,9302,4,3.571,2907.466,14.537,14.913,111.024,0.048,0.043,,,,,,,,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-02,244855,1256,1203.71,9313,11,4.714,2922.457,14.991,14.367,111.155,0.131,0.056,,,,,,,,,,59.72,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-03,246116,1261,1168.57,9319,6,4.857,2937.508,15.051,13.947,111.227,0.072,0.058,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-04,246948,832,1063.00,9319,0,4.429,2947.438,9.93,12.687,111.227,0,0.053,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-05,248997,2049,1144.43,9324,5,5.000,2971.894,24.456,13.659,111.286,0.06,0.06,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-06,249985,988,1173.43,9325,1,4.286,2983.686,11.792,14.005,111.298,0.012,0.051,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-07,250799,814,1202.57,9325,0,3.857,2993.402,9.715,14.353,111.298,0,0.046,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,,,,,,,,,,
DEU,Europe,Germany,2020-09-08,252298,1499,1242.71,9329,4,3.857,3011.293,17.891,14.832,111.346,0.048,0.046,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-09,253474,1176,1231.29,9338,9,3.571,3025.329,14.036,14.696,111.453,0.107,0.043,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-10,255366,1892,1314.29,9341,3,2.857,3047.911,22.582,15.687,111.489,0.036,0.034,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-11,256850,1484,1318.71,9342,1,2.857,3065.623,17.712,15.739,111.501,0.012,0.034,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-12,258480,1630,1354.71,9347,5,3.286,3085.078,19.455,16.169,111.561,0.06,0.039,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-13,259428,948,1349.00,9349,2,3.429,3096.393,11.315,16.101,111.585,0.024,0.041,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-14,260355,927,1365.14,9350,1,3.571,3107.457,11.064,16.294,111.597,0.012,0.043,,,,,,,,,,49.54,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-15,261762,1407,1352.00,9362,12,4.714,3124.25,16.793,16.137,111.74,0.143,0.056,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-16,263663,1901,1455.57,9368,6,4.286,3146.939,22.689,17.373,111.811,0.072,0.051,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-17,265857,2194,1498.71,9371,3,4.286,3173.126,26.186,17.888,111.847,0.036,0.051,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-18,267773,1916,1560.43,9378,7,5.143,3195.994,22.868,18.624,111.931,0.084,0.061,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-19,270070,2297,1655.71,9384,6,5.286,3223.41,27.416,19.762,112.002,0.072,0.063,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-20,271415,1345,1712.43,9386,2,5.286,3239.463,16.053,20.439,112.026,0.024,0.063,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-21,272337,922,1711.71,9386,0,5.143,3250.468,11.004,20.43,112.026,0,0.061,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-22,274158,1821,1770.86,9396,10,4.857,3272.202,21.734,21.136,112.146,0.119,0.058,,,,,,,,,,49.54,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-23,275927,1769,1752.00,9409,13,5.857,3293.316,21.114,20.911,112.301,0.155,0.07,,,,,,,,,,49.54,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-24,278070,2143,1744.71,9428,19,8.143,3318.894,25.578,20.824,112.528,0.227,0.097,,,,,,,,,,49.54,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-25,280223,2153,1778.57,9443,15,9.286,3344.591,25.697,21.228,112.707,0.179,0.111,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-26,282730,2507,1808.57,9452,9,9.714,3374.513,29.922,21.586,112.814,0.107,0.116,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-27,284140,1410,1817.86,9457,5,10.143,3391.342,16.829,21.697,112.874,0.06,0.121,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-28,285332,1192,1856.43,9460,3,10.571,3405.569,14.227,22.157,112.909,0.036,0.126,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-29,287421,2089,1894.71,9471,11,10.714,3430.502,24.933,22.614,113.041,0.131,0.128,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-09-30,289219,1798,1898.86,9488,17,11.286,3451.962,21.46,22.664,113.244,0.203,0.135,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-01,291722,2503,1950.29,9500,12,10.286,3481.837,29.874,23.278,113.387,0.143,0.123,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-02,294395,2673,2024.57,9508,8,9.286,3513.74,31.903,24.164,113.482,0.095,0.111,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-03,296958,2563,2032.57,9527,19,10.714,3544.331,30.591,24.26,113.709,0.227,0.128,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-04,299237,2279,2156.71,9529,2,10.286,3571.532,27.201,25.741,113.733,0.024,0.123,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-05,300619,1382,2183.86,9534,5,10.571,3588.026,16.495,26.065,113.793,0.06,0.126,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-06,303258,2639,2262.43,9546,12,10.714,3619.524,31.498,27.003,113.936,0.143,0.128,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-07,306086,2828,2409.57,9562,16,10.571,3653.277,33.753,28.759,114.127,0.191,0.126,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-08,310144,4058,2631.71,9578,16,11.143,3701.712,48.434,31.411,114.318,0.191,0.133,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-09,314660,4516,2895.00,9589,11,11.571,3755.612,53.901,34.553,114.449,0.131,0.138,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-10,319381,4721,3203.29,9604,15,11.000,3811.959,56.347,38.233,114.628,0.179,0.131,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-11,322864,3483,3375.29,9615,11,12.286,3853.531,41.571,40.286,114.759,0.131,0.147,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-12,325331,2467,3530.29,9621,6,12.429,3882.975,29.445,42.136,114.831,0.072,0.148,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-13,329453,4122,3742.14,9634,13,12.571,3932.173,49.198,44.664,114.986,0.155,0.15,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-14,334585,5132,4071.29,9677,43,16.429,3993.426,61.253,48.593,115.499,0.513,0.196,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-15,341223,6638,4439.86,9710,33,18.857,4072.654,79.228,52.992,115.893,0.394,0.225,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-16,348557,7334,4842.43,9734,24,20.714,4160.188,87.535,57.797,116.18,0.286,0.247,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-17,356387,7830,5286.57,9767,33,23.286,4253.643,93.455,63.098,116.574,0.394,0.278,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-18,361974,5587,5587.14,9777,10,23.143,4320.327,66.683,66.685,116.693,0.119,0.276,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-19,366299,4325,5852.57,9789,12,24.000,4371.947,51.621,69.853,116.836,0.143,0.286,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-20,373167,6868,6244.86,9836,47,28.857,4453.92,81.973,74.535,117.397,0.561,0.344,,,,,,,,,,46.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-21,380762,7595,6596.71,9875,39,28.286,4544.57,90.65,78.735,117.863,0.465,0.338,,,,,,,,,,46.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-22,392049,11287,7260.86,9905,30,27.857,4679.286,134.716,86.662,118.221,0.358,0.332,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-23,403291,11242,7819.14,9954,49,31.429,4813.464,134.178,93.325,118.806,0.585,0.375,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-24,418005,14714,8802.57,10003,49,33.714,4989.082,175.618,105.063,119.39,0.585,0.402,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-25,429181,11176,9601.00,10032,29,36.429,5122.473,133.391,114.592,119.737,0.346,0.435,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-26,437866,8685,10223.86,10056,24,38.143,5226.133,103.659,122.026,120.023,0.286,0.455,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,,,,,,,,,
DEU,Europe,Germany,2020-10-27,449275,11409,10872.57,10098,42,37.429,5362.304,136.172,129.769,120.524,0.501,0.447,,,,,,,,,,,,,,,,,,46.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-10-28,464239,14964,11925.29,10183,85,44.000,5540.906,178.602,142.334,121.539,1.015,0.525,,,,,,,,,,,,,,,,,,46.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-10-29,481013,16774,12709.14,10272,89,52.429,5741.112,200.205,151.689,122.601,1.062,0.626,,,,,,,,,,,,,,,,,,46.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-10-30,499694,18681,13771.86,10349,77,56.429,5964.078,222.966,164.373,123.52,0.919,0.674,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-10-31,518753,19059,14392.57,10452,103,64.143,6191.556,227.478,171.782,124.749,1.229,0.766,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-01,532930,14177,14821.29,10481,29,64.143,6360.765,169.209,176.899,125.096,0.346,0.766,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-02,545027,12097,15308.71,10530,49,67.714,6505.148,144.383,182.717,125.68,0.585,0.808,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-03,560379,15352,15872.00,10661,131,80.429,6688.382,183.233,189.44,127.244,1.564,0.96,,,,,,,,,,,,,,,,,,59.26,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-04,577593,17214,16193.43,10812,151,89.857,6893.839,205.457,193.276,129.046,1.802,1.072,,,,,,,,,,,,,,,,,,59.26,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-05,597583,19990,16652.86,10930,118,94.000,7132.429,238.59,198.76,130.455,1.408,1.122,,,,,,,,,,,,,,,,,,59.26,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-06,619089,21506,17056.43,11096,166,106.714,7389.113,256.684,203.576,132.436,1.981,1.274,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-07,642488,23399,17676.43,11226,130,110.571,7668.39,279.278,210.976,133.987,1.552,1.32,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
