iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,,,,,,,,,,
DEU,Europe,Germany,2020-11-08,658505,16017,17939.29,11289,63,115.429,7859.561,191.17,214.114,134.739,0.752,1.378,,,,,,,,,,,,,,,,,,59.26,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-09,671868,13363,18120.14,11352,63,117.429,8019.054,159.494,216.272,135.491,0.752,1.402,,,,,,,,,,,,,,,,,,59.26,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-10,687200,15332,18117.29,11506,154,120.714,8202.049,182.994,216.238,137.329,1.838,1.441,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-11,705687,18487,18299.14,11767,261,136.429,8422.7,220.651,218.409,140.445,3.115,1.628,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936,
DEU,Europe,Germany,2020-11-12,727553,21866,18567.14,11982,215,150.286,8683.68,260.981,221.607,143.011,2.566,1.794,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-13,751095,23542,18858.00,12200,218,157.714,8964.665,280.985,225.079,145.613,2.602,1.882,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-14,773556,22461,18724.00,12378,178,164.571,9232.747,268.082,223.48,147.737,2.125,1.964,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-15,790503,16947,18856.86,12485,107,170.857,9435.018,202.27,225.065,149.014,1.277,2.039,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-16,801327,10824,18494.14,12547,62,170.714,9564.207,129.189,220.736,149.754,0.74,2.038,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-17,815746,14419,18363.71,12814,267,186.857,9736.304,172.097,219.179,152.941,3.187,2.23,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-18,833307,17561,18231.43,13119,305,193.143,9945.903,209.599,217.601,156.581,3.64,2.305,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-19,855916,22609,18337.57,13370,251,198.286,10215.752,269.849,218.867,159.577,2.996,2.367,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-20,879564,23648,18352.71,13630,260,204.286,10498.002,282.25,219.048,162.68,3.103,2.438,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-21,902528,22964,18424.57,13884,254,215.143,10772.088,274.086,219.906,165.712,3.032,2.568,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-22,918269,15741,18252.29,14022,138,219.571,10959.964,187.876,217.849,167.359,1.647,2.621,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-23,929133,10864,18258.00,14112,90,223.571,11089.631,129.667,217.918,168.433,1.074,2.668,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-24,942687,13554,18134.43,14361,249,221.000,11251.404,161.773,216.443,171.405,2.972,2.638,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-25,961320,18633,18287.57,14771,410,236.000,11473.797,222.393,218.271,176.299,4.894,2.817,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-26,983588,22268,18238.86,15160,389,255.714,11739.576,265.779,217.689,180.942,4.643,3.052,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-27,1006394,22806,18118.57,15586,426,279.429,12011.776,272.2,216.254,186.026,5.085,3.335,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-28,1028089,21695,17937.29,15965,379,297.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-29,1042700,14611,17775.86,16123,158,300.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-11-30,1053869,11169,17819.43,16248,125,305.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-01,1067473,13604,17826.57,16636,388,325.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-02,1084743,17270,17631.86,17123,487,336.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-03,1106789,22046,17600.14,17602,479,348.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-04,1130238,23449,17692.00,18034,432,349.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-05,1153556,23318,17923.86,18517,483,364.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-06,1171323,17767,18374.71,18772,255,378.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-07,1183655,12332,18540.86,18919,147,381.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-08,1197709,14054,18605.14,19342,423,386.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-09,1218524,20815,19111.57,19932,590,401.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
DEU,Europe,Germany,2020-12-10,1242203,23679,19344.86,20372,440,395.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-11,1272078,29875,20262.86,20970,598,419.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-12,1300516,28438,20994.29,21466,496,421.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-13,1320716,20200,21341.86,21787,321,430.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-14,1337078,16362,21917.57,21975,188,436.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-15,1351510,14432,21971.57,22475,500,447.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-16,1379238,27728,22959.14,23427,952,499.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-17,1406161,26923,23422.57,24125,698,536.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-18,1439938,33777,23980.00,24938,813,566.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-19,1471238,31300,24388.86,25640,702,596.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-20,1494009,22771,24756.14,26049,409,608.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-21,1510652,16643,24796.29,26275,226,614.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-22,1530180,19528,25524.29,27006,731,647.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-23,1554920,24740,25097.43,27968,962,648.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-24,1587115,32195,25850.57,28770,802,663.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-25,1612648,25533,24672.86,28770,0,547.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-26,1627103,14455,22266.43,29422,652,540.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-27,1640858,13755,20978.43,29778,356,532.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-28,1651834,10976,20168.86,30126,348,550.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-29,1664726,12892,19220.86,30978,852,567.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-30,1687185,22459,18895.00,32107,1129,591.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2020-12-31,1719737,32552,18946.00,33071,964,614.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-01,1742661,22924,18573.29,33624,553,693.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-02,1755351,12690,18321.14,33960,336,648.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-03,1765666,10315,17829.71,34272,312,642.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-04,1775513,9847,17668.43,34574,302,635.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-05,1787410,11897,17526.29,35518,944,648.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-06,1808647,21237,17351.71,36537,1019,632.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-07,1835038,26391,16471.57,37607,1070,648.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-08,1866887,31849,17746.57,38795,1188,738.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-09,1891581,24694,19461.43,39878,1083,845.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-10,1908527,16946,20408.71,40343,465,867.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-11,1921024,12497,20787.29,40686,343,873.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-12,1933826,12802,20916.57,41577,891,865.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-13,1953426,19600,20682.71,42647,1070,872.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-14,1978590,25164,20507.43,43881,1234,896.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-15,2000958,22368,19153.00,44994,1113,885.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-16,2019636,18678,18293.57,45974,980,870.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-17,2033518,13882,17855.86,46419,445,868.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-18,2040659,7141,17090.71,46633,214,849.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-19,2052028,11369,16886.00,47622,989,863.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-20,2068002,15974,16368.00,48770,1148,874.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-21,2088400,20398,15687.14,49783,1013,843.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-22,2106262,17862,15043.43,50642,859,806.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-23,2122679,16417,14720.43,51521,879,792.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-24,2134936,12257,14488.29,51870,349,778.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-25,2141665,6729,14429.43,52087,217,779.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-26,2148077,6412,13721.29,52990,903,766.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-27,2161275,13198,13324.71,53972,982,743.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-28,2178828,17553,12918.29,54913,941,732.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-29,2192850,14022,12369.71,55752,839,730.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-30,2205171,12321,11784.57,56546,794,717.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-01-31,2216363,11192,11632.43,56945,399,725.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-01,2221971,5608,11472.29,57120,175,719.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-02,2228085,6114,11429.71,57981,861,713.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-03,2237790,9705,10930.71,58956,975,712.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-04,2252001,14211,10453.29,59742,786,689.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-05,2264909,12908,10294.14,60597,855,692.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-06,2275394,10485,10031.86,61286,689,677.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-07,2284010,8616,9663.86,61517,231,653.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-08,2288545,4535,9510.57,61675,158,650.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-09,2291924,3379,9119.86,62156,481,596.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-10,2299996,8072,8886.57,62969,813,573.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-11,2310233,10237,8318.86,63635,666,556.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-12,2320093,9860,7883.43,64191,556,513.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-13,2328447,8354,7579.00,64672,481,483.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-14,2334561,6114,7221.57,64960,288,491.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-15,2338987,4426,7206.00,65076,116,485.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-16,2342843,3856,7274.14,65604,528,492.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-17,2350399,7556,7200.43,66164,560,456.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-18,2360606,10207,7196.14,66698,534,437.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-19,2369719,9113,7089.43,67206,508,430.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-20,2378883,9164,7205.14,67696,490,432.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-21,2386559,7676,7428.29,67841,145,411.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-22,2390928,4369,7420.14,67903,62,403.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-23,2394811,3883,7424.00,68318,415,387.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-24,2402818,8007,7488.43,68740,422,368.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-25,2414687,11869,7725.86,69125,385,346.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-26,2424684,9997,7852.14,69519,394,330.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-27,2434446,9762,7937.57,69888,369,313.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-02-28,2442336,7890,7968.14,70045,157,314.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-01,2447068,4732,8020.00,70105,60,314.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-02,2451011,3943,8028.57,70463,358,306.429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-03,2460030,9019,8173.14,70881,418,305.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-04,2471942,11912,8179.29,71240,359,302.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-05,2482522,10580,8262.57,71504,264,283.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-06,2492079,9557,8233.29,71804,300,273.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-07,2500182,8103,8263.71,71900,96,265.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-08,2505193,5011,8303.57,71934,34,261.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-09,2509445,4252,8347.71,72189,255,246.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-10,2518591,9146,8365.86,72489,300,229.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-11,2532947,14356,8715.00,72810,321,224.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-12,2545781,12834,9037.00,73062,252,222.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-13,2558455,12674,9482.29,73301,239,213.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-14,2569245,10790,9866.14,73371,70,210.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-15,2575849,6604,10093.71,73418,47,212.000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-16,2581329,5480,10269.14,73656,238,209.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-17,2594764,13435,10881.86,73905,249,202.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-18,2612268,17504,11331.57,74132,227,188.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-19,2629750,17482,11995.57,74358,226,185.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-20,2645783,16033,12475.43,74565,207,180.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-21,2659516,13733,12895.86,74664,99,184.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-22,2667225,7709,13053.71,74714,50,185.143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-23,2674710,7485,13340.14,74964,250,186.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-24,2690523,15813,13679.86,75212,248,186.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-25,2713180,22657,14416.00,75440,228,186.857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-26,2734753,21573,15000.43,75623,183,180.714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-27,2755225,20472,15634.57,75780,157,173.571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,Europe,Germany,2021-03-28,2772401,17176,16126.43,75870,90,172.286,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
