State,Total_Cases,New_Cases,Avg_3days,Avg_5days,Dates,Per100,Deaths,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_5days
Schleswig-Holstein,577,99,77,62,2020-03-25,20,3,11,0,19.1,1,0.4
Schleswig-Holstein,675,98,97,73,2020-03-26,23,3,12,0,20.2,0,0.4
Schleswig-Holstein,812,137,111,93,2020-03-27,28,4,13,0,19.2,1,0.6
Schleswig-Holstein,915,103,113,106,2020-03-28,32,4,14,0,16.4,0,0.6
Schleswig-Holstein,1005,90,110,105,2020-03-29,35,6,15,1,13.7,2,0.8
Schleswig-Holstein,1049,44,79,94,2020-03-30,36,7,16,2,8.7,1,0.8
Schleswig-Holstein,1120,71,68,89,2020-03-31,39,9,17,3,6.9,2,1.2
Schleswig-Holstein,1246,126,80,87,2020-04-01,43,10,18,4,7.6,1,1.2
Schleswig-Holstein,1335,89,95,84,2020-04-02,46,11,19,5,8.3,1,1.4
Schleswig-Holstein,1443,108,108,88,2020-04-03,50,15,20,6,8.7,4,1.8
Schleswig-Holstein,1559,116,104,102,2020-04-04,54,17,21,7,7.8,2,2
Schleswig-Holstein,1631,72,99,102,2020-04-05,56,18,22,8,6.8,1,1.8
Schleswig-Holstein,1671,40,76,85,2020-04-06,58,20,23,9,4.9,2,2
Schleswig-Holstein,1730,59,57,79,2020-04-07,60,24,24,10,3.5,4,2.6
Schleswig-Holstein,1827,97,65,77,2020-04-08,63,28,25,11,3.9,4,2.6
Schleswig-Holstein,1932,105,87,75,2020-04-09,67,34,26,12,5.0,6,3.4
Schleswig-Holstein,2029,97,100,80,2020-04-10,70,38,27,13,5.4,4,4
Schleswig-Holstein,2065,36,79,79,2020-04-11,71,39,28,14,4.1,1,3.8
Schleswig-Holstein,2118,53,62,78,2020-04-12,73,41,29,15,3.1,2,3.4
Schleswig-Holstein,2134,16,35,61,2020-04-13,74,44,30,16,1.7,3,3.2
Schleswig-Holstein,2164,30,33,46,2020-04-14,75,49,31,17,1.6,5,3
Schleswig-Holstein,2245,81,42,43,2020-04-15,78,54,32,18,2.0,5,3.2
Schleswig-Holstein,2294,49,53,46,2020-04-16,79,55,33,19,2.4,1,3.2
